"id" "strain" "genotype" "response"
618511 "A1b/135B" "C30" 16.2869175578795
443705 "A1b/111G" "E15" 27.0486060845576
103553 "A1b/102V" "A9" 17.2933559302372
808209 "A1b/111G" "C30" 17.8699222546052
350301 "A1b/105Q" "A9" 11.4484183086271
85798 "A1b/102V" "C30" 18.5384306922882
322577 "A1b/135B" "A9" 11.9377795531079
234755 "A1b/102V" "C30" 21.472152378461
298949 "A1b/116I" "E15" 26.2328361761992
723247 "A1b/145S" "A9" 6.24315730085187
394806 "A1b/145S" "C30" 2.83387902789255
160010 "A1b/102V" "E15" 10.5632057451799
873866 "A1b/102V" "C30" 20.1643098920285
384268 "A1b/102V" "C30" 9.21020599019461
408182 "A1b/102V" "A9" 19.5198409301614
851028 "A1b/102V" "A9" 21.5146590925116
155316 "A1b/146W" "C30" 9.13247346399547
10860 "A1b/102V" "A9" 22.6546143745539
540718 "A1b/149A" "E15" 15.9785794664448
320574 "A1b/111G" "C30" 9.87011848967024
672082 "A1b/154P" "C30" 21.6299607002315
48730 "A1b/200M" "C30" 15.7761769735121
690500 "A1b/140L" "E15" 14.8231849441549
785768 "A1b/167E" "E15" 16.7345107769121
662103 "A1b/135B" "E15" 12.7732806314004
289687 "A1b/127O" "C30" 5.09470605756794
342860 "A1b/111G" "E15" 18.8549242389228
723360 "A1b/146W" "C30" 8.68100296517081
908090 "A1b/148H" "E15" 28.6697715100462
900445 "A1b/102V" "C30" 16.9847869516512
125453 "A1b/116I" "E15" 23.9453549534068
593468 "A1b/111G" "A9" 17.3691829406332
822438 "A1b/105Q" "E15" 26.0465260813711
373816 "A1b/102V" "E15" 33.5012319678528
988458 "A1b/111G" "C30" 24.4817465848325
243993 "A1b/146W" "C30" 24.8369888384136
64394 "A1b/140L" "A9" 10.4896843119847
580627 "A1b/145S" "A9" 12.568148530411
192938 "A1b/127O" "A9" 17.770265404126
293082 "A1b/154P" "E15" 19.222676305923
551115 "A1b/111G" "E15" 24.5309464247371
357406 "A1b/102V" "C30" 17.6567542043662
841624 "A1b/167E" "A9" 3.49473694771112
392202 "A1b/105Q" "C30" 13.1139651316122
949934 "A1b/102V" "A9" 20.700561283292
566797 "A1b/111G" "E15" 18.3110621589313
855166 "A1b/127O" "A9" 9.37503758576201
190440 "A1b/105Q" "E15" 18.0097809524109
795445 "A1b/105Q" "A9" 22.908353692446
974700 "A1b/127O" "E15" 24.3131973692404
391691 "A1b/131R" "A9" 17.2154666786837
510426 "A1b/135B" "E15" 33.178889026982
342240 "A1b/131R" "C30" 20.8845635730501
849554 "A1b/116I" "C30" 21.9323358937169
415599 "A1b/102V" "E15" 23.7629454502829
102045 "A1b/105Q" "C30" 13.5081299892694
703565 "A1b/116I" "A9" 22.489920165813
920476 "A1b/116I" "C30" 26.6847887757619
188269 "A1b/127O" "C30" 17.3852880692838
128352 "A1b/111G" "C30" 3.61536980969291
930644 "A1b/102V" "E15" 29.2236578380381
656053 "A1b/134C" "A9" 18.2930176994452
350752 "A1b/102V" "A9" 27.308770042224
762986 "A1b/134C" "E15" 20.2441302259652
663889 "A1b/195F" "A9" 7.62811811432037
955942 "A1b/102V" "C30" 9.63997820246769
799439 "A1b/105Q" "E15" 21.607021979842
124137 "A1b/152K" "C30" 13.0957404737971
358833 "A1b/131R" "E15" 34.0467482215427
661440 "A1b/102V" "A9" 22.4865843704199
319212 "A1b/102V" "A9" 12.2970303228875
17088 "A1b/105Q" "E15" 9.64439647088683
496552 "A1b/116I" "C30" 12.5606568919942
319875 "A1b/162Y" "C30" 8.38041745503253
785079 "A1b/167E" "E15" 21.5082885294119
627587 "A1b/102V" "C30" 18.3219700378431
550637 "A1b/135B" "C30" 22.1427863049338
863234 "A1b/105Q" "C30" 20.0887391653678
600730 "A1b/116I" "A9" 19.2662721484333
218814 "A1b/105Q" "C30" 24.607368451452
860726 "A1b/111G" "C30" 25.9904395627197
65163 "A1b/127O" "A9" 13.2342330139414
43247 "A1b/105Q" "C30" 20.2192214798203
40422 "A1b/105Q" "A9" 30.8672939958824
858335 "A1b/102V" "E15" 23.212701019613
450421 "A1b/134C" "A9" 20.3556318185863
735350 "A1b/102V" "E15" 20.6061230630341
822664 "A1b/105Q" "A9" 5.23531099545161
536856 "A1b/105Q" "C30" 20.3676145054719
25808 "A1b/131R" "C30" 25.6019816109407
391591 "A1b/140L" "A9" 21.412750417664
331986 "A1b/162Y" "C30" 24.0660274573751
992001 "A1b/134C" "A9" 8.71350695752849
690091 "A1b/102V" "A9" 22.1538743676993
164419 "A1b/102V" "E15" 20.7179515798245
936040 "A1b/102V" "E15" 27.0938171708598
782403 "A1b/145S" "E15" 17.9194324070006
105794 "A1b/102V" "E15" 23.3758004628664
482173 "A1b/116I" "E15" 30.4222575829168
692893 "A1b/102V" "A9" 21.4797368931852
436110 "A1b/105Q" "A9" 6.71304758849631
735898 "A1b/200M" "E15" 16.5875926264606
314737 "A1b/116I" "C30" 17.1292407469171
682882 "A1b/102V" "C30" 14.7762291059646
243746 "A1b/105Q" "C30" 21.5843245412188
458375 "A1b/105Q" "E15" 16.6272997914982
711951 "A1b/131R" "E15" 19.6539765569192
325048 "A1b/105Q" "A9" 20.4640578600409
173953 "A1b/111G" "E15" 8.69952264488893
27321 "A1b/111G" "A9" 23.7874945503479
586677 "A1b/154P" "A9" 5.96431525066777
326993 "A1b/105Q" "E15" 29.5141485311581
202199 "A1b/111G" "C30" 34.0237170228573
199379 "A1b/105Q" "E15" 37.5332487691018
850158 "A1b/102V" "E15" 18.907872660015
703005 "A1b/102V" "A9" 14.1513812417112
569491 "A1b/102V" "A9" 24.3312966471659
833126 "A1b/172D" "A9" 21.8010785655906
362325 "A1b/148H" "E15" 15.8710476475252
775629 "A1b/116I" "E15" 27.7095914309078
967179 "A1b/127O" "C30" 21.3636631669351
394021 "A1b/105Q" "A9" 9.99937496686457
417200 "A1b/162Y" "A9" 22.8337468361181
545446 "A1b/102V" "A9" 15.6964270189025
44074 "A1b/195F" "A9" 7.47124598702076
167330 "A1b/102V" "E15" 21.0802388285838
229645 "A1b/102V" "C30" 17.6473929747948
256987 "A1b/102V" "A9" 23.7850632752953
228976 "A1b/140L" "E15" 25.0310329794195
150929 "A1b/152K" "A9" 17.8772864153504
397736 "A1b/105Q" "A9" 11.771138434761
361254 "A1b/102V" "A9" 16.5880283099963
156238 "A1b/134C" "C30" 14.1848694046124
271449 "A1b/145S" "C30" 17.3087729507617
289542 "A1b/140L" "A9" 7.04191712058906
493107 "A1b/148H" "E15" 30.307404041101
287182 "A1b/111G" "C30" 13.9892782373509
221506 "A1b/134C" "C30" 23.2998593109044
311812 "A1b/116I" "E15" 23.2953397494867
951814 "A1b/105Q" "E15" 28.994554537877
740223 "A1b/102V" "A9" 14.740424536638
923789 "A1b/102V" "C30" 14.9510583651255
803999 "A1b/105Q" "C30" 8.98678565162037
912410 "A1b/105Q" "E15" 30.1595233235008
365754 "A1b/102V" "E15" 32.9544466707032
507446 "A1b/134C" "C30" 27.0059990099924
731881 "A1b/149A" "A9" 4.90543676257017
54699 "A1b/134C" "C30" 8.16694327436434
957769 "A1b/162Y" "C30" 1.55852711340412
495011 "A1b/102V" "A9" 21.1787370251032
657580 "A1b/127O" "E15" 22.1574730457692
79520 "A1b/102V" "E15" 13.0718737089181
662405 "A1b/131R" "A9" 20.782871109828
245082 "A1b/195F" "E15" 20.3811222077886
239453 "A1b/116I" "C30" 21.8455971449619
144189 "A1b/102V" "C30" 9.94465973512389
505749 "A1b/111G" "C30" 8.98919529732679
30814 "A1b/102V" "E15" 32.3802054137674
792414 "A1b/140L" "C30" 14.2873975846013
732595 "A1b/111G" "E15" 28.2356810560427
416790 "A1b/140L" "E15" 15.3999736477471
748981 "A1b/105Q" "E15" 24.3244804359975
25715 "A1b/102V" "C30" 13.6894994086121
714806 "A1b/105Q" "E15" 28.2330088353682
263063 "A1b/134C" "C30" 2.87363549135811
276492 "A1b/148H" "A9" 18.0048427452441
941205 "A1b/102V" "C30" 15.6513832199374
525996 "A1b/116I" "A9" 15.3712877291506
253418 "A1b/105Q" "A9" 13.3107323842924
429470 "A1b/105Q" "C30" 18.1912575951518
495860 "A1b/127O" "A9" 13.5590125269423
438185 "A1b/102V" "C30" 20.0473103095143
919616 "A1b/105Q" "A9" 20.9284885889667
903418 "A1b/152K" "E15" 20.1549519982236
378804 "A1b/111G" "A9" 30.0642381318811
848474 "A1b/105Q" "C30" 21.6167848168897
411585 "A1b/145S" "A9" 11.3404166191378
895166 "A1b/135B" "C30" 17.6245463119032
642415 "A1b/146W" "E15" 24.4811422398445
113001 "A1b/105Q" "E15" 38.2423172578228
738773 "A1b/111G" "C30" 20.6077531201501
500662 "A1b/102V" "C30" 8.81062028011874
729898 "A1b/111G" "A9" 17.5920186555059
989674 "A1b/102V" "C30" 17.470075331658
483462 "A1b/102V" "A9" 26.0052835782029
123086 "A1b/102V" "A9" 25.7680435377312
852253 "A1b/135B" "C30" 12.9216794312523
370111 "A1b/102V" "A9" 19.3016068394124
745864 "A1b/134C" "E15" 24.8499384074578
17412 "A1b/105Q" "A9" 12.0136795660716
613590 "A1b/131R" "E15" 25.4910750200986
620692 "A1b/131R" "E15" 19.871282666134
44287 "A1b/102V" "E15" 25.2786085162201
359045 "A1b/105Q" "A9" 21.7377516453402
168267 "A1b/102V" "E15" 31.796510988061
382914 "A1b/111G" "A9" 13.2808011928181
824372 "A1b/111G" "E15" 23.2982882107363
323668 "A1b/146W" "C30" 20.8661481608212
55379 "A1b/172D" "C30" 9.05365296728653
311160 "A1b/102V" "E15" 18.5624302415538
638851 "A1b/111G" "A9" 14.6779138886435
72874 "A1b/172D" "C30" 13.8658171096025
844285 "A1b/131R" "E15" 19.378397450766
797478 "A1b/102V" "A9" 14.7663363269584
249003 "A1b/102V" "C30" 12.6148927842918
640890 "A1b/131R" "E15" 25.9311306755757
720364 "A1b/102V" "A9" 11.7135906249446
149906 "A1b/154P" "A9" 35.4708743850156
72212 "A1b/102V" "C30" 24.0498733719735
427796 "A1b/140L" "C30" 16.3722199065056
189762 "A1b/111G" "A9" 17.5082376298613
742456 "A1b/140L" "A9" 22.4403309598216
175225 "A1b/102V" "A9" 27.295301884612
888708 "A1b/105Q" "E15" 27.1969920423041
238478 "A1b/149A" "E15" 18.0264870732814
359165 "A1b/102V" "A9" 9.59860345401954
375529 "A1b/127O" "E15" 22.0605730936996
848230 "A1b/105Q" "A9" 28.1228220205353
622105 "A1b/116I" "A9" 20.8299098040199
237160 "A1b/140L" "E15" 28.8114478174749
156520 "A1b/102V" "A9" 8.07540753327763
379450 "A1b/102V" "E15" 26.6727237259572
943487 "A1b/102V" "A9" 12.6861145448701
672528 "A1b/102V" "E15" 27.0356608859783
591545 "A1b/105Q" "E15" 20.2998629504051
117235 "A1b/102V" "A9" 23.4620240712418
445894 "A1b/102V" "C30" 19.3332506128903
992062 "A1b/167E" "C30" 28.7872798562641
204404 "A1b/134C" "A9" 19.5617155176686
426847 "A1b/116I" "A9" 12.9267169910611
469958 "A1b/131R" "C30" 12.1021346607965
737602 "A1b/131R" "E15" 25.0317816464487
957091 "A1b/134C" "C30" 1.42426709000515
335145 "A1b/145S" "C30" 15.2209826215859
326745 "A1b/111G" "C30" 22.7100434283809
129791 "A1b/102V" "E15" 26.4226208221246
704983 "A1b/102V" "E15" 31.8265277553042
292872 "A1b/154P" "E15" 15.6705559550667
247126 "A1b/105Q" "E15" 26.2172681293897
188519 "A1b/105Q" "E15" 12.3953008768896
793045 "A1b/127O" "A9" 14.1260799528819
160792 "A1b/152K" "E15" 22.1636957155572
819365 "A1b/102V" "A9" 13.6682415224398
462572 "A1b/195F" "A9" 18.3562285251363
181254 "A1b/102V" "E15" 19.7844296770135
531447 "A1b/149A" "C30" 20.9503405000685
240105 "A1b/127O" "A9" 18.2906563568881
777827 "A1b/105Q" "E15" 26.4094515890359
361098 "A1b/135B" "A9" 12.0468227944771
65376 "A1b/131R" "C30" 22.1686718899522
984328 "A1b/172D" "E15" 8.24118459194396
248124 "A1b/102V" "A9" 23.6435523607639
845149 "A1b/140L" "C30" 15.388853721048
745242 "A1b/154P" "A9" 27.8450708328645
512966 "A1b/102V" "C30" 6.70187509233545
919597 "A1b/102V" "A9" 25.9895642704124
146766 "A1b/102V" "C30" 15.5167819839352
459091 "A1b/102V" "C30" 13.7873103225572
600096 "A1b/162Y" "C30" 4.5886018144814
303984 "A1b/102V" "E15" 31.3299494397033
505263 "A1b/134C" "A9" 19.3109561838035
375540 "A1b/195F" "C30" 5.4512387649298
866308 "A1b/102V" "E15" 29.0382383968056
122037 "A1b/116I" "E15" 12.2507336420863
507081 "A1b/140L" "E15" 19.8597436113814
272179 "A1b/111G" "C30" 14.2534477325248
225628 "A1b/102V" "C30" 9.24232752464808
328221 "A1b/105Q" "E15" 30.1241904604328
923625 "A1b/127O" "A9" 36.9501481654606
10419 "A1b/134C" "C30" 19.4487472026645
683706 "A1b/102V" "A9" 34.1421316149857
31972 "A1b/111G" "C30" 21.3557765852715
829280 "A1b/102V" "E15" 30.1944125270709
118022 "A1b/102V" "E15" 19.392874204665
398198 "A1b/146W" "A9" 21.0037210955852
167962 "A1b/111G" "C30" 33.82067021829
272443 "A1b/111G" "A9" 31.496310614381
940 "A1b/134C" "C30" 19.8057604027537
554377 "A1b/135B" "A9" 25.6651932887087
84151 "A1b/140L" "A9" 9.85117708666515
197748 "A1b/102V" "E15" 21.3751359238569
162633 "A1b/127O" "A9" 5.30118249217982
383041 "A1b/152K" "A9" 12.8462760149869
97605 "A1b/111G" "E15" 19.3766097376049
299798 "A1b/102V" "C30" 4.68948863689667
249844 "A1b/102V" "C30" 9.2657437670149
847945 "A1b/102V" "C30" 25.4447586036936
906802 "A1b/134C" "E15" 27.8309945087303
918334 "A1b/111G" "E15" 24.5013978570943
338431 "A1b/127O" "E15" 28.3976119291038
998677 "A1b/102V" "E15" 19.2762061951357
113299 "A1b/116I" "C30" 15.0641205587281
463127 "A1b/102V" "A9" 17.9296370998827
174408 "A1b/134C" "C30" 9.6203763525387
173023 "A1b/127O" "C30" 21.2883096335886
101949 "A1b/111G" "E15" 29.4164371970423
728320 "A1b/152K" "A9" 10.8772704107043
292010 "A1b/102V" "E15" 22.1163208316646
288650 "A1b/102V" "C30" 21.4112125021596
12530 "A1b/131R" "A9" 26.2349086081999
244157 "A1b/102V" "E15" 32.1280435879069
217007 "A1b/111G" "E15" 30.4590757892383
73511 "A1b/134C" "C30" 5.74060139398647
140605 "A1b/145S" "E15" 19.9489565413639
889786 "A1b/116I" "E15" 22.2978248878761
709930 "A1b/145S" "C30" 5.15403529032862
42032 "A1b/145S" "E15" 19.5075669027135
421569 "A1b/111G" "E15" 22.558872755826
487657 "A1b/146W" "E15" 30.1861464945163
454934 "A1b/145S" "C30" 8.49278078053166
140326 "A1b/105Q" "E15" 33.8936233233517
384517 "A1b/105Q" "A9" 22.3902466024035
405141 "A1b/127O" "C30" 23.6062688521959
28731 "A1b/102V" "A9" 8.02421919974918
34013 "A1b/167E" "A9" 21.6763656615271
501610 "A1b/111G" "E15" 16.0016155968384
56835 "A1b/116I" "A9" 25.9356759360562
4260 "A1b/102V" "C30" 11.2049360931559
98303 "A1b/140L" "A9" 12.1712715945801
913201 "A1b/152K" "E15" 27.2711822217964
516279 "A1b/134C" "E15" 20.0541139238374
100573 "A1b/131R" "A9" 12.1904968931097
51400 "A1b/154P" "E15" 34.0986263563309
290188 "A1b/102V" "C30" 14.0386006405825
282997 "A1b/149A" "C30" 0.735837779473513
971627 "A1b/105Q" "C30" 9.96781809379329
580647 "A1b/102V" "A9" 21.7109383974121
805528 "A1b/111G" "E15" 32.125281204324
57542 "A1b/131R" "E15" 21.536120265881
351367 "A1b/116I" "E15" 23.6820698823037
187112 "A1b/102V" "A9" 19.992465516065
175803 "A1b/105Q" "A9" 26.5417756722996
383999 "A1b/135B" "C30" 9.34354120044512
848295 "A1b/111G" "A9" 10.9126005882597
876168 "A1b/140L" "A9" 27.1537716180172
105363 "A1b/102V" "E15" 18.0310297328182
313929 "A1b/102V" "A9" 17.0145331352069
358922 "A1b/149A" "C30" 13.7223388950196
327919 "A1b/167E" "C30" 12.0421567626207
299392 "A1b/111G" "A9" 28.1388871301735
403567 "A1b/134C" "C30" 18.2507570675559
837302 "A1b/195F" "C30" 17.7697298600274
231051 "A1b/105Q" "A9" 14.9932264521331
354945 "A1b/111G" "C30" 26.0389902508004
382121 "A1b/134C" "A9" 31.3888504594959
289465 "A1b/140L" "C30" 12.9822851127093
616746 "A1b/102V" "A9" 17.4318661706971
352516 "A1b/102V" "A9" 7.5888397336783
616563 "A1b/105Q" "C30" 15.0777240025232
444518 "A1b/105Q" "A9" 25.1567556699518
844479 "A1b/102V" "A9" 21.2575838635227
609031 "A1b/127O" "A9" 27.3578175729607
388774 "A1b/102V" "E15" 7.95323770113881
719581 "A1b/102V" "E15" 21.2348713431695
139361 "A1b/154P" "E15" 25.4777226058052
60968 "A1b/152K" "A9" 7.81023944607432
705120 "A1b/105Q" "E15" 39.9742511398739
474683 "A1b/195F" "C30" 22.0918749995404
415671 "A1b/152K" "C30" 7.44936540032368
386135 "A1b/105Q" "C30" 21.7599996930888
992140 "A1b/102V" "A9" 14.3247433128439
860512 "A1b/102V" "A9" 19.325293809754
529182 "A1b/105Q" "A9" 30.0517443241453
594166 "A1b/102V" "C30" 8.87214020945223
348706 "A1b/172D" "E15" 21.1084003106382
61926 "A1b/105Q" "A9" 22.7841118322627
472740 "A1b/102V" "E15" 17.8363291527572
109785 "A1b/131R" "E15" 23.6971646231105
964158 "A1b/102V" "A9" 4.64678639634282
43973 "A1b/105Q" "A9" 23.8428173412957
986870 "A1b/111G" "A9" 17.4956837957254
732347 "A1b/145S" "C30" 7.85915777139382
144525 "A1b/135B" "C30" 2.27940236012361
336955 "A1b/105Q" "A9" 16.8025821772001
358772 "A1b/102V" "E15" 19.4732047741739
319115 "A1b/105Q" "E15" 31.735734716806
76069 "A1b/116I" "A9" 29.5254820815539
574464 "A1b/146W" "C30" 16.6371419223646
845133 "A1b/102V" "E15" 28.2758463844458
844949 "A1b/105Q" "E15" 9.39836968510505
23228 "A1b/116I" "E15" 19.4515471065629
777740 "A1b/102V" "E15" 24.654497633561
930638 "A1b/102V" "C30" 20.0846518596369
315550 "A1b/102V" "E15" 15.7030936279498
631631 "A1b/167E" "A9" 21.9516758414251
186894 "A1b/134C" "C30" 10.6843395564664
112622 "A1b/154P" "A9" 18.7475627396283
261003 "A1b/127O" "C30" 15.9969793355118
687810 "A1b/111G" "E15" 35.0800991895471
867076 "A1b/134C" "E15" 28.5982629853875
250811 "A1b/111G" "A9" 25.2604838534947
937286 "A1b/167E" "E15" 29.4629348322941
308918 "A1b/162Y" "C30" 7.19604945580147
198813 "A1b/102V" "C30" 22.3238830283595
407627 "A1b/102V" "C30" 19.0634436867636
937198 "A1b/105Q" "C30" 9.8193156076637
950410 "A1b/135B" "E15" 26.857391127913
555190 "A1b/131R" "C30" 23.95344960329
37334 "A1b/116I" "A9" 23.6544929080552
731483 "A1b/102V" "E15" 22.5141109581783
215666 "A1b/135B" "A9" 23.6801661959089
925286 "A1b/146W" "A9" 10.7257350364667
953739 "A1b/127O" "E15" 22.3528171127878
527125 "A1b/102V" "C30" 17.5360427811052
952271 "A1b/102V" "E15" 30.4347427347716
13356 "A1b/140L" "A9" 23.8179329665586
518012 "A1b/102V" "C30" 15.7341872507367
867371 "A1b/134C" "C30" 20.5555440580215
280285 "A1b/102V" "E15" 20.7625278744698
408120 "A1b/111G" "E15" 27.9320207353439
174082 "A1b/131R" "C30" 16.7650415690156
806679 "A1b/105Q" "C30" 13.3543530909842
69322 "A1b/154P" "C30" 20.6681797369475
215462 "A1b/154P" "C30" 23.3002292701179
232826 "A1b/111G" "E15" 29.9782345646049
692231 "A1b/149A" "A9" 10.4052369809606
16075 "A1b/102V" "A9" 15.2546010091946
932052 "A1b/195F" "E15" 15.0645759424331
18476 "A1b/102V" "C30" 4.54916352399331
768818 "A1b/148H" "C30" 22.3858831016066
545467 "A1b/102V" "A9" 19.3559295763032
564331 "A1b/105Q" "A9" 16.0810112870199
311165 "A1b/102V" "E15" 17.9006743791083
9548 "A1b/102V" "C30" 22.7739579610755
370327 "A1b/102V" "A9" 16.2254196725018
259125 "A1b/111G" "E15" 30.7604450783119
355709 "A1b/102V" "E15" 14.7433915207172
839687 "A1b/111G" "A9" 18.1085471308263
64580 "A1b/116I" "C30" 30.6616516354086
902384 "A1b/102V" "A9" 9.76815659682849
449760 "A1b/102V" "C30" 12.3089028819658
617924 "A1b/116I" "E15" 27.8446357478501
144863 "A1b/152K" "E15" 35.352045141259
587682 "A1b/102V" "A9" 21.0364249746186
220267 "A1b/140L" "A9" 26.7423134186404
949009 "A1b/102V" "E15" 19.0274635204106
314440 "A1b/172D" "E15" 19.3745369318288
515643 "A1b/116I" "A9" 26.5979533674282
241727 "A1b/131R" "A9" 22.1312287461068
566187 "A1b/140L" "C30" 5.89176602303926
732035 "A1b/145S" "E15" 22.0841906838649
866829 "A1b/146W" "C30" 22.9394023872972
49132 "A1b/105Q" "C30" 8.81556840025222
206240 "A1b/116I" "E15" 15.513221927768
220186 "A1b/134C" "A9" 26.7139096778047
476697 "A1b/146W" "A9" 16.7373291099751
506236 "A1b/105Q" "C30" 18.7260807458829
319227 "A1b/102V" "C30" 29.3702239404313
79143 "A1b/131R" "E15" 7.53553698906775
805329 "A1b/111G" "A9" 13.3883357715806
363994 "A1b/102V" "C30" 13.8738456957805
976715 "A1b/116I" "A9" 21.9912402224291
923575 "A1b/152K" "C30" 14.444314762051
743543 "A1b/105Q" "E15" 23.3206137702446
569819 "A1b/116I" "C30" 16.6461900346827
339054 "A1b/200M" "E15" 19.2359801745034
288475 "A1b/102V" "A9" 26.3640581866876
113230 "A1b/134C" "E15" 16.417253200128
341659 "A1b/131R" "A9" 5.73182824455811
72481 "A1b/145S" "A9" 23.9317564175819
824254 "A1b/102V" "C30" 9.73791209546448
564517 "A1b/105Q" "E15" 31.6512133504297
437148 "A1b/105Q" "C30" 9.80043349997012
692447 "A1b/172D" "E15" 31.2835211270291
189870 "A1b/102V" "E15" 11.3316755403195
237340 "A1b/145S" "A9" 23.3471725775717
606290 "A1b/102V" "A9" 15.2954027649405
260876 "A1b/195F" "E15" 22.9395795164888
967695 "A1b/172D" "C30" 20.4646062604302
464189 "A1b/134C" "E15" 23.1231687694305
184650 "A1b/111G" "E15" 33.33811191299
469438 "A1b/102V" "C30" 13.2545731599138
686982 "A1b/131R" "C30" 25.1636133813049
953880 "A1b/102V" "A9" 3.21547519838695
783248 "A1b/102V" "A9" 19.1634867166565
705241 "A1b/162Y" "E15" 34.7037509554317
168922 "A1b/127O" "C30" 13.715951803812
5730 "A1b/140L" "A9" 6.01844334496107
188752 "A1b/127O" "C30" 3.93433701136561
352298 "A1b/135B" "E15" 29.4430273569689
646937 "A1b/102V" "C30" 7.17710628265553
514043 "A1b/172D" "A9" 28.915256760953
109964 "A1b/146W" "A9" 14.0776937260434
78754 "A1b/140L" "C30" 14.9402782167398
450741 "A1b/127O" "A9" 14.0299139662983
456384 "A1b/145S" "E15" 24.5440939269818
975424 "A1b/111G" "A9" 19.0546785776055
680093 "A1b/146W" "E15" 40.4617565810278
881948 "A1b/102V" "A9" 13.3581094631335
988039 "A1b/105Q" "A9" 3.22602840035465
812168 "A1b/131R" "A9" 23.2229935723749
702562 "A1b/105Q" "A9" 13.7157967141335
533274 "A1b/149A" "A9" 16.3366539990988
212288 "A1b/105Q" "C30" 17.6476340070988
217608 "A1b/200M" "E15" 29.0690290356931
733767 "A1b/102V" "A9" 5.14741010173623
306307 "A1b/131R" "E15" 27.4358075205009
649242 "A1b/127O" "C30" 6.33807771843996
