SampleID,Population,Treatment,Sex,ENSGACG00000000003,ENSGACG00000000004,ENSGACG00000000006,ENSGACG00000000007,ENSGACG00000000008,ENSGACG00000000009,ENSGACG00000000010,ENSGACG00000000011,ENSGACG00000000012,ENSGACG00000000013,ENSGACG00000000014,ENSGACG00000000015,ENSGACG00000000016,ENSGACG00000000017,ENSGACG00000000018,ENSGACG00000000019,ENSGACG00000000022,ENSGACG00000000023,ENSGACG00000000024,ENSGACG00000000025,ENSGACG00000000026,ENSGACG00000000027,ENSGACG00000000028,ENSGACG00000000029,ENSGACG00000000032,ENSGACG00000000033,ENSGACG00000000034,ENSGACG00000000035,ENSGACG00000000037,ENSGACG00000000038,ENSGACG00000000039,ENSGACG00000000040,ENSGACG00000000041,ENSGACG00000000043,ENSGACG00000000045,ENSGACG00000000046,ENSGACG00000000047,ENSGACG00000000048,ENSGACG00000000049,ENSGACG00000000050,ENSGACG00000000053,ENSGACG00000000054,ENSGACG00000000055,ENSGACG00000000056,ENSGACG00000000057,ENSGACG00000000059,ENSGACG00000000060,ENSGACG00000000061,ENSGACG00000000062,ENSGACG00000000063,ENSGACG00000000064,ENSGACG00000000065,ENSGACG00000000066,ENSGACG00000000067,ENSGACG00000000068,ENSGACG00000000069,ENSGACG00000000070,ENSGACG00000000071,ENSGACG00000000074,ENSGACG00000000075,ENSGACG00000000078,ENSGACG00000000079,ENSGACG00000000080,ENSGACG00000000081,ENSGACG00000000082,ENSGACG00000000083,ENSGACG00000000084,ENSGACG00000000085,ENSGACG00000000086,ENSGACG00000000087,ENSGACG00000000088,ENSGACG00000000089,ENSGACG00000000090,ENSGACG00000000091,ENSGACG00000000092,ENSGACG00000000093,ENSGACG00000000094,ENSGACG00000000095,ENSGACG00000000096,ENSGACG00000000097,ENSGACG00000000098,ENSGACG00000000099,ENSGACG00000000100,ENSGACG00000000101,ENSGACG00000000102,ENSGACG00000000103,ENSGACG00000000104,ENSGACG00000000105,ENSGACG00000000106,ENSGACG00000000107,ENSGACG00000000108,ENSGACG00000000111,ENSGACG00000000114,ENSGACG00000000115,ENSGACG00000000116,ENSGACG00000000117,ENSGACG00000000119,ENSGACG00000000120,ENSGACG00000000121,ENSGACG00000000122,ENSGACG00000000123,ENSGACG00000000124,ENSGACG00000000129,ENSGACG00000000132,ENSGACG00000000136,ENSGACG00000000138,ENSGACG00000000141,ENSGACG00000000143,ENSGACG00000000148,ENSGACG00000000149,ENSGACG00000000150,ENSGACG00000000151,ENSGACG00000000152,ENSGACG00000000155,ENSGACG00000000156,ENSGACG00000000157,ENSGACG00000000158,ENSGACG00000000159,ENSGACG00000000160,ENSGACG00000000161,ENSGACG00000000162,ENSGACG00000000163,ENSGACG00000000164,ENSGACG00000000165,ENSGACG00000000166,ENSGACG00000000167,ENSGACG00000000168,ENSGACG00000000169,ENSGACG00000000172,ENSGACG00000000173,ENSGACG00000000175,ENSGACG00000000176,ENSGACG00000000177,ENSGACG00000000179,ENSGACG00000000180,ENSGACG00000000181,ENSGACG00000000182,ENSGACG00000000185,ENSGACG00000000186,ENSGACG00000000187,ENSGACG00000000188,ENSGACG00000000191,ENSGACG00000000192,ENSGACG00000000195,ENSGACG00000000196,ENSGACG00000000198,ENSGACG00000000201,ENSGACG00000000203,ENSGACG00000000204,ENSGACG00000000206,ENSGACG00000000207,ENSGACG00000000209,ENSGACG00000000210,ENSGACG00000000211,ENSGACG00000000212,ENSGACG00000000213,ENSGACG00000000214,ENSGACG00000000216,ENSGACG00000000217,ENSGACG00000000218,ENSGACG00000000219,ENSGACG00000000221,ENSGACG00000000223,ENSGACG00000000225,ENSGACG00000000226,ENSGACG00000000227,ENSGACG00000000228,ENSGACG00000000229,ENSGACG00000000231,ENSGACG00000000232,ENSGACG00000000233,ENSGACG00000000234,ENSGACG00000000235,ENSGACG00000000236,ENSGACG00000000239,ENSGACG00000000242,ENSGACG00000000245,ENSGACG00000000246,ENSGACG00000000247,ENSGACG00000000248,ENSGACG00000000249,ENSGACG00000000250
RSCV1,RabbitSlough,Conventional,female,14.5073376,0,65.2830192,33.5482182,7.2536688,278.3595402,172.274634,259.3186596,92.4842772,116.9654094,4.533543,19.0408806,987.4056654,117.872118,25.3878408,5.4402516,19.0408806,49.868973,316.4413014,106.0849062,9.067086,476.9287236,51.6823902,60.7494762,15.4140462,99.737946,92.4842772,19.9475892,173.1813426,287.4266262,0.9067086,28.1079666,42.6153042,79.7903568,19.9475892,11.7872118,18.134172,39.8951784,22.667715,0.9067086,11.7872118,35.3616354,11.7872118,0,116.9654094,19.0408806,111.5251578,2837.997918,45.33543,169.5545082,170.4612168,40.801887,227.5838586,21.7610064,2.7201258,42.6153042,41.7085956,1.8134172,248.4381564,163.207548,899.4549312,266.5723284,54.402516,29.9213838,21.7610064,71.6299794,52.5890988,245.7180306,300.1205466,488.7159354,7.2536688,21.7610064,8.1603774,172.274634,103.3647804,76.1635224,16.3207548,6.3469602,111.5251578,37.1750526,47.1488472,0.9067086,19.0408806,75.2568138,9.9737946,429.7798764,388.0712808,2.7201258,35.3616354,3.6268344,5.4402516,2290.345924,18.134172,9.9737946,63.469602,2.7201258,1.8134172,7.2536688,18571.20555,40.801887,62.5628934,20.8542978,20.8542978,16.3207548,0.9067086,1.8134172,36.268344,20.8542978,1.8134172,5.4402516,0.9067086,64.3763106,0,70.7232708,38.9884698,1.8134172,9.067086,75.2568138,12.6939204,55.3092246,448.820757,205.8228522,160.4874222,16.3207548,544.02516,82.5104826,58.936059,2.7201258,0,9.067086,44.4287214,5.4402516,48.9622644,6.3469602,1.8134172,32.6415096,9.9737946,34.4549268,106.0849062,15.4140462,11.7872118,48.9622644,5.4402516,18.134172,165.0209652,206.7295608,1.8134172,9.067086,397.1383668,721.7400456,22.667715,374.4706518,6.3469602,0.9067086,624.7222254,35.3616354,41.7085956,210.3563952,52.5890988,204.9161436,54.402516,6.3469602,11.7872118,318.2547186,5.4402516,106.0849062,1174.187637,9.067086,1179.627889,68.9098536,203.1027264,220.3301898,241.1844876,18.134172,23.5744236,553.9989546,2.7201258,21.7610064,27.201258,41.7085956,33.5482182,253.878408
RSCV2,RabbitSlough,Conventional,male,36.7736678,0,47.4186769,34.8382116,20.3222901,329.027554,158.7074084,246.7706655,66.7732389,144.1914869,3.8709124,30.9672992,1313.207032,121.9337406,34.8382116,0.9677281,18.3868339,51.2895893,345.4789317,102.5791786,8.7095529,585.4755005,29.031843,49.3541331,2.9031843,54.1927736,48.386405,30.9672992,155.8042241,292.2538862,0.9677281,55.1605017,17.4191058,50.3218612,18.3868339,14.5159215,15.4836496,59.9991422,28.0641149,5.8063686,18.3868339,43.5477645,15.4836496,4.8386405,98.7082662,18.3868339,96.77281,4658.643073,28.0641149,140.3205745,256.4479465,29.9995711,428.7035483,16.4513777,0,45.4832207,35.8059397,7.7418248,223.5451911,127.7401092,979.3408372,269.9961399,42.5800364,28.0641149,32.9027554,75.4827918,48.386405,422.8971797,233.2224721,514.8313492,1.9354562,33.8704835,11.6127372,105.4823629,110.3210034,84.1923447,20.3222901,4.8386405,97.7405381,53.2250455,100.6437224,1.9354562,22.2577463,77.418248,4.8386405,456.7676632,348.382116,2.9031843,36.7736678,12.5804653,2.9031843,57.0959579,9.677281,7.7418248,78.3859761,7.7418248,1.9354562,10.6450091,17882.64756,95.8050819,61.9345984,25.1609306,41.6123083,6.7740967,79.3537042,27.0963868,20.3222901,10.6450091,10.6450091,1.9354562,7.7418248,126.7723811,0,63.8700546,52.2573174,12.5804653,18.3868339,31.9350273,13.5481934,58.063686,437.4131012,121.9337406,218.7065506,5.8063686,551.605017,86.1278009,50.3218612,3.8709124,1.9354562,12.5804653,57.0959579,17.4191058,42.5800364,15.4836496,2.9031843,41.6123083,9.677281,96.77281,106.450091,48.386405,13.5481934,46.4509488,30.9672992,13.5481934,152.9010398,145.159215,1.9354562,19.354562,456.7676632,376.4462309,21.2900182,355.1562127,6.7740967,2.9031843,793.537042,21.2900182,42.5800364,201.2874448,38.709124,152.9010398,53.2250455,1.9354562,69.6764232,236.1256564,4.8386405,116.127372,751.9247337,24.1932025,1372.238446,47.4186769,170.3201456,208.0615415,320.3180011,12.5804653,26.1286587,550.6372889,0.9677281,21.2900182,30.9672992,56.1282298,26.1286587,259.3511308
RSCV3,RabbitSlough,Conventional,male,41.4428625,0.9209525,44.20572,19.3400025,18.41905,376.6695725,123.407635,287.33718,75.518105,130.775255,2.7628575,23.0238125,1536.14877,123.407635,36.8381,3.68381,16.577145,0.9209525,268.91813,98.5419175,11.9723825,584.8048375,23.0238125,25.78667,6.4466675,69.99239,27.628575,8.2885725,109.5933475,398.7724325,0,42.363815,68.150485,38.680005,23.0238125,15.6561925,7.36762,34.996195,6.4466675,12.893335,3.68381,77.36001,3.68381,0,107.7514425,5.525715,81.9647725,4951.04064,16.577145,104.988585,158.40383,21.1819075,0,9.209525,0.9209525,45.1266725,46.047625,15.6561925,245.8943175,80.1228675,1394.322085,154.72002,16.577145,46.047625,63.5457225,71.834295,15.6561925,426.4010075,115.1190625,295.6257525,11.9723825,47.88953,29.47048,43.2847675,112.356205,143.66859,9.209525,9.209525,73.6762,39.6009575,47.88953,3.68381,21.1819075,27.628575,9.209525,294.7048,317.7286125,3.68381,36.8381,13.8142875,1.841905,156.561925,7.36762,7.36762,87.4904875,13.8142875,0.9209525,3.68381,25603.40045,104.988585,41.4428625,14.73524,55.25715,7.36762,0.9209525,28.5495275,22.10286,13.8142875,5.525715,4.6047625,10.1304775,153.7990675,0,35.9171475,58.94096,0,30.3914325,34.996195,8.2885725,83.8066775,512.9705425,93.0162025,185.1114525,3.68381,452.1876775,116.040015,44.20572,11.05143,0,0.9209525,14.73524,11.05143,27.628575,62.62477,8.2885725,30.3914325,8.2885725,118.8028725,146.4314475,18.41905,8.2885725,34.996195,19.3400025,11.05143,118.8028725,173.13907,0,4.6047625,630.8524625,214.5819325,25.78667,183.2695475,264.3133675,9.209525,839.90868,11.05143,23.944765,216.4238375,39.6009575,168.5343075,61.7038175,3.68381,15.6561925,222.870505,4.6047625,110.5143,479.8162525,38.680005,830.699155,34.0752425,91.1742975,106.83049,369.3019525,7.36762,50.6523875,602.302935,3.68381,16.577145,69.0714375,57.099055,56.1781025,244.973365
RSCV4,RabbitSlough,Conventional,female,26.0238368,0,41.0375888,28.0256704,13.0119184,333.3052944,144.1320192,205.187944,90.082512,132.1210176,5.004584,22.0201696,1067.978226,111.1017648,38.0348384,2.0018336,31.0284208,43.0394224,295.270456,124.1136832,14.0128352,536.4914048,31.0284208,68.0623424,21.0192528,70.064176,55.050424,35.032088,188.1723584,248.2273664,2.0018336,34.0311712,14.0128352,79.0724272,20.018336,12.0110016,10.009168,33.0302544,26.0238368,12.0110016,7.0064176,75.06876,7.0064176,1.0009168,71.0650928,9.0082512,106.0971808,3686.376574,38.0348384,138.1265184,220.201696,37.0339216,139.1274352,26.0238368,6.0055008,62.0568416,59.0540912,4.0036672,216.1980288,83.0760944,749.6866832,209.1916112,38.0348384,43.0394224,42.0385056,79.0724272,34.0311712,305.279624,214.1961952,512.4694016,2.0018336,24.0220032,12.0110016,351.3217968,82.0751776,74.0678432,16.0146688,6.0055008,111.1017648,31.0284208,70.064176,4.0036672,24.0220032,67.0614256,5.004584,426.3905568,366.3355488,4.0036672,30.027504,32.0293376,8.0073344,869.7966992,21.0192528,13.0119184,48.0440064,3.0027504,3.0027504,10.009168,11762.77423,67.0614256,55.050424,15.013752,23.0210864,9.0082512,3.0027504,9.0082512,26.0238368,13.0119184,11.0100848,9.0082512,3.0027504,90.082512,0,50.04584,59.0540912,6.0055008,17.0155856,40.036672,8.0073344,82.0751776,418.3832224,105.096264,173.1586064,11.0100848,488.4473984,76.0696768,34.0311712,4.0036672,0,13.0119184,36.0330048,7.0064176,38.0348384,34.0311712,6.0055008,12.0110016,6.0055008,99.0907632,92.0843456,38.0348384,7.0064176,70.064176,24.0220032,14.0128352,137.1256016,132.1210176,1.0009168,13.0119184,391.3584688,265.242952,27.0247536,274.2512032,162.1485216,4.0036672,708.6490944,12.0110016,41.0375888,141.1292688,31.0284208,148.1356864,70.064176,6.0055008,14.0128352,241.2209488,6.0055008,86.0788448,637.5840016,27.0247536,985.903048,52.0476736,129.1182672,147.1347696,260.238368,15.013752,40.036672,351.3217968,7.0064176,39.0357552,36.0330048,42.0385056,54.0495072,249.2282832
RSCV5,RabbitSlough,Conventional,male,15.7229664,0,65.8399218,42.2554722,7.8614832,380.2992498,103.181967,191.623653,65.8399218,227.9830128,3.9307416,16.7056518,1156.620716,161.1604056,45.2035284,3.9307416,13.7575956,88.441686,421.5720366,109.0780794,10.8095394,809.7327696,43.2381576,21.6190788,8.8441686,80.5802028,52.0823262,14.740281,177.8660574,234.8618106,0.9826854,24.567135,65.8399218,55.0303824,14.740281,4.913427,10.8095394,56.0130678,29.480562,7.8614832,9.826854,45.2035284,8.8441686,0.9826854,87.4590006,18.6710226,139.5413268,3834.438431,40.2901014,170.0045742,412.727868,21.6190788,439.2603738,21.6190788,2.9480562,37.3420452,45.2035284,23.5844496,293.8229346,144.4547538,1068.17903,308.5632156,65.8399218,26.5325058,28.4978766,87.4590006,59.9438094,338.0437776,318.3900696,411.7451826,1.9653708,18.6710226,15.7229664,16.7056518,72.7187196,109.0780794,77.6321466,2.9480562,126.7664166,28.4978766,47.1688992,2.9480562,37.3420452,36.3593598,9.826854,538.5115992,287.9268222,4.913427,40.2901014,7.8614832,1.9653708,1191.99739,5.8961124,4.913427,51.0996408,3.9307416,12.7749102,7.8614832,18031.2944,84.5109444,65.8399218,12.7749102,27.5151912,13.7575956,0.9826854,11.7922248,13.7575956,6.8787978,4.913427,0,0.9826854,83.528259,0,36.3593598,41.2727868,5.8961124,14.740281,42.2554722,9.826854,79.5975174,510.0137226,225.0349566,240.757923,8.8441686,704.5854318,111.0434502,43.2381576,9.826854,1.9653708,15.7229664,54.047697,9.826854,50.1169554,15.7229664,6.8787978,24.567135,13.7575956,5.8961124,118.9049334,18.6710226,8.8441686,79.5975174,24.567135,9.826854,96.3031692,148.3854954,0,8.8441686,501.169554,552.2691948,36.3593598,575.8536444,6.8787978,0.9826854,1091.763479,26.5325058,22.6017642,205.3812486,41.2727868,180.8141136,84.5109444,9.826854,9.826854,297.7536762,4.913427,108.095394,981.7027146,12.7749102,1073.092457,51.0996408,186.710226,206.363934,284.978766,15.7229664,3.9307416,591.5766108,4.913427,33.4113036,29.480562,44.220843,31.4459328,306.5978448
RSMA1,RabbitSlough,MonoAssoc,female,13.4077155,0,57.2062528,34.8600603,10.7261724,327.1482582,143.015632,263.6850715,101.0047901,134.9710027,3.5753908,18.7708017,1058.315677,105.4740286,23.2400402,4.4692385,25.9215833,56.3124051,278.8804824,106.3678763,8.938477,491.616235,43.7985373,65.2508821,13.4077155,75.0832068,67.0385775,20.5584971,165.3618245,277.9866347,4.4692385,26.815431,9.8323247,56.3124051,14.3015632,3.5753908,17.876954,42.9046896,18.7708017,5.3630862,16.0892586,58.9939482,9.8323247,0,82.2339884,16.9831063,109.0494194,3084.668413,37.5416034,208.2665141,160.892586,35.753908,489.8285396,15.1954109,1.7876954,33.0723649,53.630862,7.1507816,191.2834078,114.4125056,827.7029702,185.9203216,35.753908,40.2231465,41.1169942,101.8986378,42.9046896,243.1265744,236.8696405,425.4715052,2.6815431,39.3292988,12.5138678,151.954109,86.7032269,62.569339,22.3461925,2.6815431,101.0047901,39.3292988,45.5862327,0.8938477,23.2400402,65.2508821,3.5753908,403.1253127,379.8852725,4.4692385,51.8431666,5.3630862,4.4692385,2125.569831,18.7708017,18.7708017,57.2062528,0.8938477,6.2569339,9.8323247,13804.58388,68.8262729,65.2508821,17.876954,23.2400402,8.0446293,67.9324252,4.4692385,8.938477,10.7261724,2.6815431,4.4692385,6.2569339,84.9155315,0,50.0554712,52.7370143,12.5138678,10.7261724,39.3292988,8.938477,58.1001005,421.0022667,167.1495199,154.6356521,8.0446293,535.4147723,71.507816,36.6477557,2.6815431,1.7876954,3.5753908,53.630862,11.6200201,35.753908,10.7261724,8.938477,34.8600603,12.5138678,71.507816,102.7924855,28.6031264,13.4077155,44.692385,14.3015632,19.6646494,161.7864337,169.831063,1.7876954,16.0892586,396.8683788,484.4654534,31.2846695,328.9359536,2.6815431,0,663.2349934,25.0277356,45.5862327,168.9372153,33.9662126,203.7972756,50.0554712,4.4692385,50.0554712,258.3219853,5.3630862,110.8371148,924.2385218,21.4523448,1821.661613,57.2062528,182.3449308,195.7526463,244.9142698,3.5753908,73.2955114,520.2193614,8.0446293,38.4354511,26.815431,38.4354511,20.5584971,192.1772555
RSMA2,RabbitSlough,MonoAssoc,male,39.973653,0.8883034,26.649102,55.0748108,10.6596408,300.2465492,141.2402406,256.7196826,102.154891,128.803993,1.7766068,18.6543714,1415.95562,95.9367672,32.8672258,2.6649102,38.1970462,32.8672258,226.517367,113.7028352,10.6596408,506.332938,24.8724952,57.739721,7.1064272,79.947306,39.0853496,30.2023156,125.2507794,338.4435954,2.6649102,39.0853496,50.6332938,47.0800802,7.9947306,1.7766068,18.6543714,30.2023156,11.5479442,10.6596408,7.1064272,72.8408788,6.2181238,0,82.6122162,19.5426748,83.5005196,4269.18614,28.4257088,106.596408,127.9156896,40.8619564,228.2939738,15.1011578,0.8883034,47.0800802,50.6332938,3.5532136,234.5120976,80.8356094,1188.549949,162.5595222,28.4257088,33.7555292,30.2023156,63.0695414,40.8619564,334.0020784,160.7829154,477.9072292,1.7766068,14.2128544,8.883034,153.6764882,81.7239128,63.0695414,15.9894612,3.5532136,101.2665876,30.2023156,71.9525754,2.6649102,17.766068,68.3993618,10.6596408,285.1453914,307.3529764,3.5532136,21.3192816,8.883034,5.3298204,525.8756128,6.2181238,7.1064272,46.1917768,1.7766068,3.5532136,1.7766068,15563.96387,70.1759686,31.9789224,7.9947306,37.3087428,7.9947306,87.9420366,13.324551,16.8777646,10.6596408,2.6649102,7.9947306,7.1064272,104.8198012,0,27.5374054,53.298204,0.8883034,17.766068,30.2023156,12.4362476,71.064272,402.4014402,123.4741726,149.2349712,6.2181238,363.3160906,89.7186434,32.8672258,5.3298204,3.5532136,1.7766068,13.324551,11.5479442,39.973653,53.298204,16.8777646,17.766068,9.7713374,45.3034734,134.1338134,18.6543714,10.6596408,42.6385632,22.207585,20.4309782,141.2402406,112.8145318,0,15.1011578,386.411979,202.5331752,24.8724952,190.985231,138.5753304,0.8883034,680.4404044,12.4362476,30.2023156,150.1232746,18.6543714,127.9156896,56.8514176,3.5532136,54.1865074,191.8735344,3.5532136,90.6069468,421.0558116,7.9947306,469.9124986,48.856687,81.7239128,92.3835536,307.3529764,12.4362476,13.324551,472.5774088,0.8883034,27.5374054,42.6385632,30.2023156,35.532136,160.7829154
RSMA3,RabbitSlough,MonoAssoc,female,25.8318153,0,47.836695,65.0579052,15.3077424,284.1499683,121.5052053,256.4046852,53.5770984,120.5484714,2.8702017,24.8750814,1212.181851,119.5917375,39.2260899,6.6971373,19.134678,26.7885492,297.5442429,109.0676646,14.3510085,537.6844518,45.9232272,41.1395577,5.7404034,63.1444374,48.7934289,21.0481458,102.3705273,309.9817836,0.9567339,44.0097594,8.6106051,54.5338323,22.9616136,10.5240729,12.4375407,54.5338323,7.6538712,5.7404034,5.7404034,98.5435917,14.3510085,0.9567339,66.0146391,4.7836695,115.7648019,4213.456096,32.5289526,131.0725443,163.6014969,26.7885492,192.3035139,20.0914119,0,41.1395577,32.5289526,11.4808068,204.7410546,90.8897205,1004.570595,155.9476257,35.3991543,27.7452831,35.3991543,77.4954459,45.9232272,362.6021481,215.2651275,657.2761893,1.9134678,19.134678,13.3942746,95.67339,70.7983086,76.538712,11.4808068,8.6106051,98.5435917,23.9183475,66.0146391,1.9134678,16.2644763,56.4473001,11.4808068,391.3041651,425.7465855,2.8702017,29.6587509,6.6971373,3.8269356,1402.571897,9.567339,9.567339,48.7934289,7.6538712,7.6538712,14.3510085,16512.27038,96.6301239,45.9232272,22.0048797,34.4424204,5.7404034,2.8702017,27.7452831,16.2644763,9.567339,3.8269356,5.7404034,4.7836695,111.9378663,0,26.7885492,61.2309696,19.134678,13.3942746,30.6154848,8.6106051,64.1011713,422.8763838,168.3851664,176.9957715,9.567339,459.232272,99.5003256,43.0530255,11.4808068,0,12.4375407,55.4905662,7.6538712,34.4424204,46.8799611,2.8702017,36.3558882,9.567339,27.7452831,132.0292782,32.5289526,12.4375407,48.7934289,29.6587509,7.6538712,170.2986342,131.0725443,0.9567339,4.7836695,451.5784008,368.3425515,17.2212102,237.2700072,155.9476257,2.8702017,637.1847774,18.1779441,31.5722187,148.2937545,43.0530255,140.6398833,58.3607679,1.9134678,8.6106051,213.3516597,4.7836695,81.3223815,626.6607045,12.4375407,961.5175695,69.8415747,135.8562138,144.4668189,264.0585564,11.4808068,14.3510085,698.415747,2.8702017,18.1779441,55.4905662,47.836695,42.0962916,208.5679902
RSMA4,RabbitSlough,MonoAssoc,male,21.8020509,0,63.3297669,94.4755539,6.2291574,216.9823161,187.9129149,219.0587019,84.0936249,75.7880817,4.1527716,18.6874722,720.5058726,121.4685693,43.6041018,7.2673503,44.6422947,25.9548225,221.1350877,80.9790462,30.1075941,256.4336463,40.4895231,42.5659089,29.0694012,56.0624166,70.5971172,21.8020509,200.3712297,223.2114735,7.2673503,29.0694012,14.5347006,84.0936249,14.5347006,5.1909645,33.2221728,73.7116959,9.3437361,5.1909645,8.3055432,75.7880817,10.381929,0,78.9026604,6.2291574,173.3782143,3352.324874,22.8402438,182.7219504,94.4755539,59.1769953,1.0381929,37.3749444,11.4201219,51.909645,34.2603657,11.4201219,181.6837575,84.0936249,691.4364714,221.1350877,36.3367515,43.6041018,21.8020509,69.5589243,58.1388024,195.1802652,224.2496664,521.1728358,1.0381929,25.9548225,5.1909645,107.9720616,90.3227823,57.1006095,15.5728935,13.4965077,95.5137468,25.9548225,41.527716,426.6972819,13.4965077,73.7116959,5.1909645,461.9958405,526.3638003,1.0381929,34.2603657,7.2673503,7.2673503,466.1486121,25.9548225,28.0312083,89.2845894,4.1527716,2.0763858,9.3437361,9851.412428,65.4061527,56.0624166,12.4583148,8.3055432,13.4965077,3.1145787,13.4965077,26.9930154,6.2291574,2.0763858,0,1.0381929,82.0172391,0,29.0694012,95.5137468,7.2673503,43.6041018,93.437361,19.7256651,56.0624166,346.7564286,93.437361,164.0344782,8.3055432,465.1104192,84.0936249,47.7568734,6.2291574,3.1145787,14.5347006,42.5659089,12.4583148,40.4895231,63.3297669,4.1527716,26.9930154,4.1527716,55.0242237,89.2845894,45.6804876,9.3437361,47.7568734,28.0312083,14.5347006,192.0656865,76.8262746,0,11.4201219,323.9161848,482.7596985,41.527716,303.1523268,149.4997776,36.3367515,541.9366938,19.7256651,22.8402438,169.2254427,29.0694012,124.583148,109.0102545,3.1145787,14.5347006,293.8085907,0,68.5207314,593.8463388,10.381929,1009.123499,52.9478379,134.965077,162.9962853,185.8365291,7.2673503,18.6874722,640.5650193,4.1527716,17.6492793,43.6041018,26.9930154,46.7186805,229.4406309
RSMA5,RabbitSlough,MonoAssoc,female,22.3969878,0,68.2090083,40.721796,9.1624041,259.6014495,193.428531,197.5007106,128.2736574,160.8510942,3.0541347,23.4150327,1009.900541,140.4901962,49.8842001,4.0721796,26.4691674,60.0646491,334.9367721,130.3097472,10.180449,530.4013929,73.2992328,70.2450981,21.3789429,73.2992328,73.2992328,49.8842001,253.4931801,248.4029556,3.0541347,33.5954817,60.0646491,61.082694,13.2345837,6.1082694,31.5593919,60.0646491,22.3969878,5.0902245,0,44.7939756,9.1624041,1.0180449,97.7323104,8.1443592,163.9052289,3833.957093,38.6857062,192.4104861,290.1427965,54.9744246,130.3097472,29.5233021,1.0180449,74.3172777,70.2450981,6.1082694,237.2044617,162.887184,1035.351663,305.41347,41.7398409,38.6857062,40.721796,78.3894573,121.1473431,300.3232455,294.2149761,580.285593,3.0541347,17.3067633,17.3067633,210.7352943,86.5338165,61.082694,16.2887184,5.0902245,144.5623758,17.3067633,62.1007389,3.0541347,22.3969878,133.3638819,3.0541347,563.9968746,455.0660703,2.0360898,46.8300654,26.4691674,7.1263143,594.5382216,20.360898,14.2526286,45.8120205,1.0180449,5.0902245,8.1443592,11462.16753,70.2450981,73.2992328,17.3067633,18.3248082,6.1082694,76.3533675,14.2526286,33.5954817,9.1624041,0,14.2526286,2.0360898,74.3172777,0,53.9563797,50.902245,5.0902245,18.3248082,37.6676613,6.1082694,67.1909634,518.1848541,199.5368004,184.2661269,16.2887184,612.8630298,95.6962206,39.7037511,7.1263143,3.0541347,9.1624041,47.8481103,20.360898,55.9924695,37.6676613,7.1263143,26.4691674,11.1984939,29.5233021,105.8766696,23.4150327,8.1443592,77.3714124,21.3789429,21.3789429,130.3097472,135.3999717,1.0180449,23.4150327,424.5247233,502.9141806,28.5052572,447.939756,138.4541064,7.1263143,939.6554427,35.6315715,53.9563797,195.4646208,45.8120205,166.9593636,89.5879512,2.0360898,42.7578858,329.8465476,4.0721796,96.7142655,735.0284178,15.2706735,743.172777,68.2090083,145.5804207,152.706735,286.0706169,18.3248082,11.1984939,468.300654,4.0721796,21.3789429,29.5233021,25.4511225,34.6135266,260.6194944
