"genotype" "age" "exposure" "counts"
2 13.9346364673838 3.42504163971171 0
2 25.0606083429745 0.843047263511324 16
2 49.0879717736382 7.17095361975084 3
2 13.5113269351549 3.00983525114134 3
2 18.3759142724537 4.34664463027668 9
1 20.590826387066 0.756232386478528 4
1 28.4830653553323 0.959115105276199 2
2 21.2321500683422 4.57603747644395 0
1 26.3689142785491 1.23279238818213 5
2 37.1062076580732 6.18573636261231 4
2 9.86938191517582 2.25085751852021 0
1 43.7909458696726 7.85925772213459 4
2 28.3893383365476 2.00029757572338 1
1 17.7521028351592 11.8185571295427 4
1 24.84787303192 3.67531023070439 5
1 55.0173584019067 3.86516292092806 49
1 14.6237088172336 2.99132998334244 8
2 33.6882449164071 10.9558928239292 1
2 82.1123442593449 0.553295970894396 10
1 21.621586105463 4.49896156301206 3
1 30.593922212538 2.75095862154222 4
2 45.4497253931038 19.9938655168492 0
1 24.3332991160816 0.646246415562928 3
2 25.547815714094 1.95672484306369 2
2 28.3082745399583 1.85596833471209 7
1 10.1764662233239 5.12647446988524 4
2 20.7468732011061 4.54653469358987 0
1 21.0350196579599 2.78305344516411 14
1 15.8940180133196 6.58946779069907 0
2 19.7464782239172 13.6657606897162 0
1 12.8321233088056 12.4600768176125 2
2 35.2122663853149 6.74540871267623 0
1 59.5595754049377 0.349879947025329 24
2 37.6800962390435 6.71876797431564 12
1 36.9722772231261 1.41858636168763 8
2 24.0699399641952 0.200589829370728 3
1 18.6585810203878 13.232014690827 26
1 4.67662062235124 0.663861031496858 0
1 61.7873120381142 0.99011447513476 5
1 41.4319632194955 2.29495777981356 5
1 4.83046484956178 0.162656408271989 3
1 39.172207649603 1.61249513272196 15
2 10.8145825741581 1.26997543726328 1
1 22.2925704142745 0.774722651947669 0
2 25.8383835515162 8.22329041506064 3
2 37.8468891375797 10.0517841331185 0
2 54.4579110620587 6.17501942419863 9
2 40.2936756003606 0.00884947824491253 5
1 28.0254469202266 2.82384749734774 2
1 30.2310151472746 2.0927235041745 1
1 20.6687554540514 8.33140223245037 1
1 45.9879655641788 0.755163244903088 10
1 14.6507140138807 4.02441924882537 5
2 19.2843716189891 0.096513768658042 0
1 39.065891870097 1.93765309173614 24
2 33.1541426533483 5.76734876075608 4
2 27.6884989534679 3.53351165985173 8
1 43.4275149300741 1.39512663008645 1
2 61.5620189499605 0.187952594097928 43
1 31.470987609306 7.49036664101196 3
2 59.033818640664 4.93684943278736 7
2 15.060569120095 3.82809597512192 1
1 19.5608615681554 3.58829438141896 5
1 13.3619773093235 0.758704755590317 4
2 5.51122578207819 6.37807962929315 0
2 44.9434834290293 10.1884022444011 0
1 9.99454296158344 0.595576635096222 1
2 22.4528970323912 9.60223998832417 1
1 55.3775060132686 2.87728867959231 19
2 20.6107565606138 2.85413661273196 1
1 38.7695899976469 6.98626792947662 29
1 17.2351074026685 1.13507353933528 4
2 74.5669709598501 0.772134917788208 11
1 37.1142315842699 12.0159000990199 46
1 50.2350068816779 2.79602283844724 9
2 30.1406715792206 3.86363233074085 3
2 46.6653348543141 2.1339440275915 20
1 24.8136067005003 0.875532201025635 0
2 40.8113497689976 0.442482501203448 40
1 14.288999306468 4.29211338225702 19
1 10.0599447283383 3.25723663670942 1
2 77.7621207235933 10.6024804919183 1
1 27.444485155542 1.21577073121443 1
1 46.9230165382642 0.837840408757584 5
2 32.9692273121727 3.95528997739261 1
2 32.019346225946 3.14851878016486 1
1 16.6754376251648 4.70067827139005 2
2 14.9844290850186 5.08548219684342 6
1 15.2793065619469 6.23629788847125 6
1 24.7226688310959 12.2449104015933 20
1 22.4221258284148 15.0715400270166 0
1 34.6752809216545 35.4872130395329 108
1 17.1046884963018 1.13680698676035 5
2 10.3349819902794 4.77009656352407 1
1 9.58931168308547 8.05883262264443 4
2 47.3675599350733 3.71803848051882 35
2 12.671705363192 3.54444182456887 1
2 12.1169781380558 18.7149618834931 0
2 35.1480334864041 7.85996661479485 11
1 20.0815008201793 3.3194519742392 19
1 11.4227759533894 1.60213903756812 2
1 85.2768470996358 0.431868785526603 52
1 33.7603174964064 0.329902553930879 11
1 19.1879328855801 8.22592209870346 1
1 5.81307311606874 4.31096686284214 0
2 28.5917885216731 12.1192405459689 4
1 31.4084946298632 0.371251080970919 7
2 9.50235461222274 9.18346229898644 0
2 45.3699178162023 11.2805079070757 3
2 10.9225346147101 5.3446525892005 3
1 24.2103900193831 8.9114541512622 13
1 55.9078475809915 2.00698688681914 126
1 60.7048782235917 1.11793155316263 13
2 65.0071573910575 7.96350154983711 24
1 26.3820020192971 0.228365190758966 2
2 33.2230010428226 3.34489248460159 0
1 38.9480484711159 0.210834274921097 7
2 38.3156652728411 16.2287028125467 11
1 38.4764420190939 8.33504581325783 46
2 30.3577511125409 6.27801876028484 11
2 26.4568138201502 2.01953046256676 27
1 18.1956867891598 9.49880723799479 1
1 37.8187777440775 0.0936977076344192 3
2 4.70144597903462 3.70484806110567 10
2 36.7978115931065 9.06027846927655 2
2 22.3924418054561 0.611584153957665 14
2 39.5897995634001 3.55102658357121 12
2 40.7378894989991 2.62353052385151 8
2 16.4448469708288 5.07829658200449 3
1 13.6814766302357 3.0963496863842 2
1 37.6553291564497 5.16611973467075 4
1 7.60340554451101 0.646111276000738 3
2 3.8609944947749 4.18127394725984 3
1 57.9090983819279 0.992561071179807 74
2 19.5109158206096 6.92141503074622 2
1 16.8165701278543 6.23919235055751 4
2 10.5868712733013 15.5568821685655 0
1 32.8444385551349 6.42838554435825 6
1 15.5640944017701 15.4053870580139 15
1 42.4193610228598 20.6702462852675 1
1 13.6366066110199 2.67897289650435 0
2 18.0179907134103 6.40094295588738 1
1 12.0035293050386 3.50724415078514 2
1 15.1007420449109 12.8867686440455 2
1 11.6035026609262 4.99598202539921 5
1 9.489663451848 6.59810581223524 4
2 8.72351550739875 1.05710298909476 2
2 20.3222963243434 1.00964026525617 1
1 14.6048095034874 4.69745139896825 1
1 22.566435728997 1.77965678813093 0
2 21.7774473094868 10.6721851748684 0
2 53.6751367156892 5.36919204801481 7
2 29.2930447079874 4.29335529117093 8
2 17.040295122433 25.1466219950665 0
2 8.24181530810223 3.35427100304514 3
1 32.8570770806968 6.37121625223613 19
1 32.5437280054237 1.11687493277714 0
2 22.0544263316526 1.34805337060243 1
1 35.0078880661599 8.82229857104731 16
1 6.50482915009738 0.726028368157581 1
2 31.7521108117384 8.39549256446672 7
1 24.9821368976603 4.90457430926567 13
1 16.8082719939361 6.87404768054789 2
1 14.7548915166082 6.68562314917749 4
2 36.1155854871412 9.25716960760665 3
2 6.21876816705119 6.39320324154055 8
1 31.216416502185 2.51826245337725 6
2 43.845501719325 17.9694982886988 2
1 6.08167773208677 3.80107629091895 3
2 67.7837061296619 1.71220597112551 26
1 36.034189271522 7.25066517851723 7
1 37.0008632109723 16.0272907084765 5
1 33.5389282383529 19.1446362704712 41
2 34.9048606948315 0.0578125449828804 8
1 39.6317793184014 0.916600273922086 3
2 25.178802080262 3.89617381596422 10
1 17.650001884571 1.64069015765563 0
2 28.2567558672732 0.673541398718953 12
1 77.496000852798 34.5905195809623 12
1 32.4629121360579 6.09344015373847 8
2 31.326131349326 0.569987252820283 13
2 27.9201629955022 9.46741896455043 1
2 26.0877266789319 0.569530419361061 8
2 35.733549389088 0.787776666318056 69
2 30.8201609799019 2.15895055560395 3
1 15.384453714799 23.2354381109092 2
2 38.2557626599081 1.12676439108327 5
1 17.3500527878097 3.33495420403779 1
2 31.5350043757601 0.839367934968323 4
1 15.1937036087361 3.29571250360459 3
2 28.6326115861292 7.29091226505729 3
1 6.18401843424918 1.78289398783818 2
1 33.5103632787705 2.70887636113912 7
1 72.6449591890768 2.89190327515826 64
1 21.0572907025973 6.63104386979199 2
2 30.1069704936683 14.6660190439763 0
1 34.8949142772918 6.88379376640028 9
2 66.1716292521204 2.49741535400972 43
2 48.308392298823 3.85725341716266 4
2 33.5521820616379 9.74371539386821 4
1 15.1230218002058 5.73666153454638 5
2 53.3451911666392 16.0673716283383 11
1 50.2508280024139 27.584477298354 2
1 22.3763745681878 2.83420341804778 4
2 32.8318821524187 2.72374670254067 0
2 23.4907455372232 3.46026476938277 7
2 24.4107029097049 0.237250893842429 4
1 24.2645848595384 0.346932262182236 2
2 16.6207314356882 0.822881443891674 4
2 19.4547316154792 4.46886550148434 0
2 57.4394940260079 0.971762225963175 33
2 20.9059038627906 5.81150555962181 1
2 7.85488332925921 2.90260327514261 0
2 18.3561596000384 7.5690297129706 2
2 10.1333497972132 5.41661225464563 1
2 17.7444659603882 6.29257379078722 15
1 55.4236644539152 4.35106600288918 6
1 52.3117423324908 3.0340129416436 8
1 8.7156606070591 4.98054375851011 1
1 60.0659001476457 6.37697127626693 47
1 29.4427245380478 6.08655435477799 2
1 30.0437680297809 4.4573197046057 17
2 19.0302359949114 19.4233464718539 0
1 13.5250939768632 0.460223815037688 1
1 14.0875685450206 1.9929367932491 2
1 36.945029512792 3.41020761057734 12
1 30.7784368536421 0.756963457362173 5
2 19.8160756132366 3.40519083896652 0
1 12.8438941294001 5.10971861870444 0
2 68.1705068720041 12.7835480769383 9
2 51.9401897043818 2.44605119572952 74
1 19.4169307923261 4.50447893214828 1
1 14.3132603675574 0.515087187178896 2
2 7.56602227120017 8.33919081977175 3
1 33.6364640402441 6.37698641491538 2
1 26.8009024496388 0.899357940070331 1
1 28.5445611214137 9.79478827635658 0
2 24.324016311808 0.0109955847712013 4
2 14.9858540693068 1.12337209456489 1
2 33.3377418055657 15.1207410908284 5
1 50.3296273836967 2.42497622501105 40
2 13.5365615135171 2.43125651963055 3
2 26.4216215419857 0.835139628034085 8
1 16.1782774436081 8.56388252186489 4
2 9.77609487613392 4.34291974154717 6
1 35.2619162937421 7.13443130212736 45
2 10.1098614459324 6.77040379939085 1
2 32.1579146841613 3.30802516778931 1
2 10.9351706440356 5.11395181376284 0
1 25.550366355922 21.9610066140506 6
2 24.9648454557966 1.96108426433057 5
1 49.9604246260406 0.462301184079662 100
2 11.8246018221038 1.59653971670195 3
2 12.6294269848618 1.81418660096824 25
2 15.4454361918278 3.10013575013727 1
1 48.1523782776193 2.22311757272109 10
1 24.8997720525177 0.43303559301421 5
1 46.5698215502741 5.14454118886447 62
2 57.235801257988 0.690980351064354 18
2 20.3944705768513 4.46805214954025 8
1 21.3595221176914 2.37056547310203 0
2 53.4752482920589 2.32565922196954 113
1 36.1465229445198 12.6830211760224 35
1 36.3260192525925 1.05840736534446 4
2 7.30770749657743 3.97163811584419 0
2 43.8038382161152 4.65623437104003 9
2 9.15709144910079 2.86767650797675 2
1 50.9074098941532 10.9335156989502 43
1 26.8615819168014 7.16533734421146 2
2 23.340809492343 4.58942003992802 2
2 33.1396068298761 18.0099281937558 4
2 62.1010472663051 0.373461737824239 17
1 30.7383607648347 9.49393809731019 17
2 25.9526376898416 13.0205555160748 0
1 66.6766698169862 15.2055518320742 13
2 32.5997934227627 8.96449112291348 2
2 33.2838710432399 2.07479111356936 6
1 26.4265506460451 2.97402965836227 33
2 30.4520517727463 12.3548691448747 4
2 19.0426804594311 0.8319505257532 4
1 27.2313317126107 0.975372182805936 0
1 33.7066188315825 2.01594122636223 7
1 26.7366605826407 14.9342216915431 5
1 11.8685271013949 0.157796952815623 2
1 16.8861692605453 2.20774316927418 7
1 31.9462525976346 1.26367306029389 10
1 20.4517177622784 10.8539408778586 2
2 31.6893794159511 16.3209145135226 4
2 18.9279217988661 1.25564121064848 9
1 78.6522343045545 7.70605918953073 66
1 35.3561520190696 14.2498680940809 15
2 25.6924220758935 4.08588862686325 0
2 78.9996577122917 6.18682152570641 14
2 21.342348426255 1.58942486159503 2
2 13.4328451981914 24.3995624114026 1
1 32.1114096436104 2.32212933232891 1
1 55.3241303137773 2.97997342189774 18
2 30.3089993797769 10.8776569423658 2
1 25.6223825071969 0.154210003092885 1
1 7.98558823719403 8.2661030902983 1
2 67.1135242937926 8.04186776238394 58
1 44.1015848204206 5.31854318806874 2
1 32.5062988815669 6.76756702808148 3
2 28.2482750708789 0.382544560720311 6
1 18.8900834723349 16.7465612283888 2
1 38.0005326860923 6.55703833305693 2
1 10.0639991301281 12.0046392542528 12
1 18.587567996924 7.83103929790569 3
1 45.6195149465468 2.39046168280765 5
2 36.9387730690088 2.56022500536994 21
2 23.5739010680404 0.0289190564893676 6
1 39.4294291792767 3.14131941413507 1
1 19.3967858041549 1.12586364150047 0
2 29.810962655428 14.6340421206298 1
1 30.2192867608223 4.4281597107411 0
2 14.8178798311974 8.1187704932697 1
1 29.3650075550951 7.4723237101267 6
1 33.4196848188732 9.17610273654473 2
1 5.955610943541 1.44321221907294 1
1 17.3479465204727 1.03565634926781 24
2 11.3332884537021 2.30131244293727 19
2 13.9560623115752 2.31867336668074 2
1 14.0980667831564 0.622031472157687 0
2 6.50755864273581 2.36375669017434 2
2 11.7020110429786 5.82783308790481 0
1 10.5352854006051 0.636557213898938 2
1 44.4879994029568 0.515652071734624 9
2 31.4901291159343 14.2430940262022 2
2 23.6594876641193 2.23481108434498 3
2 26.7769206504764 6.78851830752051 1
1 37.3763860516892 3.59867150070731 5
1 59.6284877627338 2.21659725531936 20
2 21.708417543499 7.77547377119673 5
1 37.6420976078494 3.69575936600149 26
2 51.1821316231501 6.98415715205384 4
1 4.46372048586953 4.34937195831394 1
2 43.1141849358748 0.367333505928625 3
1 39.3565291169945 13.9449819262242 26
2 43.1912457115331 3.66916141451752 6
1 40.0645516151962 0.636984361335635 8
2 37.809225300483 0.421946570277214 3
2 21.4076508654508 2.09944634465501 20
2 32.6340733015914 4.38800852259106 5
2 60.227097585895 0.217785152903974 207
1 18.2416807912672 5.97034103216088 9
2 10.371765963675 11.6828861360656 1
2 51.0001097626128 2.4265644652769 5
1 38.8945364807379 8.89313862617028 7
1 9.1478762027808 15.3554531923475 1
2 46.8610708017256 0.969506782380038 34
1 29.426088244867 0.743085248395801 20
1 22.0531192512163 8.72023601042938 0
2 19.3538949106415 0.257803294979552 3
1 22.3431191647132 6.02182775714851 4
2 33.9633753648156 3.6666743129254 4
1 9.33171458628231 8.54151524561358 3
2 46.2106223489996 1.79404741851613 8
2 43.3390285093627 3.12083646189421 6
1 60.7475744472073 2.37684031715617 11
2 56.4855767463878 2.0960419322364 19
1 35.7897773605363 5.48211262074715 1
2 12.4714996755424 0.596658696886152 1
2 43.710264948281 0.812882841564715 1
1 57.0517606345088 11.1871831019627 49
1 26.5350204364435 0.657740981059658 7
1 17.5043964807061 2.74223489454016 0
1 15.8678297586695 5.5554445365206 26
2 19.7118424022468 0.610915485303849 5
1 14.1837532520767 2.18394693220034 1
2 15.7764030175499 10.5374329179709 1
1 57.1645931370701 4.83934418277299 11
2 36.2107470114659 7.27453705304568 3
1 10.2909834601496 0.0963455498476616 0
1 29.2776323185787 2.36255544004962 1
2 15.8853905506098 2.41622899193317 2
2 22.4197786565356 0.0177954362110719 3
1 24.4587795169435 3.6072199313004 1
2 17.6123416049266 5.54611917674138 10
2 16.118594393552 2.79836445581168 6
1 31.8638164800191 0.528823919594288 8
1 3.42781302173947 2.36256365431473 0
1 69.6965377077395 3.87549858053631 21
1 43.3772974738921 2.92406528256834 7
2 27.0568985984163 0.724552595056593 4
2 20.855739676684 1.8409095518291 12
1 28.0805192418785 5.45067702968051 16
1 31.7505174645326 9.27188221323204 1
2 31.7151107897523 1.79625306744128 16
1 28.9207188080935 7.51148679251683 7
2 15.0877998160101 1.5188877726905 2
1 20.957430063627 2.00401093810797 1
2 9.5720375189389 0.866448525339365 0
2 4.07919783582361 7.00420102993858 6
1 8.8463152354508 1.51416356675327 18
2 30.0773989131014 1.68102900264785 2
1 11.4754300992723 1.18605306203895 2
2 30.3836646737507 9.15454728730171 1
2 38.237806388688 5.55098774356252 14
2 29.4957361039011 5.72939871789372 6
1 29.2688498794069 0.536631271771691 19
1 24.1551046777424 10.2115795757146 9
1 3.91545081460233 5.97653327954418 4
1 11.459441675367 4.74767806451271 2
2 65.689227115664 3.0162490461953 40
2 49.4555955256289 1.23375575756654 5
1 12.4383035035331 2.63573322145962 4
2 24.0477330532608 1.49990337435156 2
2 8.72294148548866 0.638832219410688 3
1 48.0234392338667 4.7758897286583 11
1 33.1722331744027 8.52140410761249 1
1 57.5777443375467 7.45770562398148 47
1 10.3656146721339 5.82008917794979 2
2 44.7080058263846 1.15358934410919 16
2 45.2694280012154 0.549474993046545 16
2 41.2001130286023 7.94635595892411 10
2 33.1436917501003 16.4612329370322 0
2 44.6454958348917 1.55553621530061 45
2 23.0664007042112 2.1550606310154 3
1 42.2969686633185 0.189776383340359 8
2 11.1100970015112 4.10744535715735 11
1 54.7233397488351 5.57181903140104 17
2 24.5734361446149 21.4247549498889 0
2 14.5611538828311 10.3132181889833 1
2 19.5574017352059 0.683064858894795 7
2 21.4449216006521 1.85578708313385 2
1 73.3713635640758 3.53536823886982 56
1 13.0828086967798 8.2059167414428 17
2 18.950186570391 0.183589169755578 4
1 40.3247214969267 1.47183359600604 11
1 64.1803973708038 4.40928406508831 18
1 37.959981474672 1.22974299165245 24
1 14.0069709716352 0.19764754222706 3
2 35.0442144161205 13.3704583992468 9
1 19.67545678738 4.15816305184221 4
1 23.802813451589 0.478402795270085 3
1 60.6008287211587 0.845804214477539 7
1 73.6224854140706 6.21958259472108 53
1 18.3057314407249 0.719438290957562 5
1 12.5894766896399 2.09872090723366 1
1 23.3218213153035 1.13924774574116 1
1 26.0144371989077 3.09896641178057 0
1 10.7951370836616 0.710522835734225 0
1 46.9334047380745 0.604261355474591 1
1 23.7715275593589 0.872527103740594 0
2 34.128681829392 6.63653539007014 0
