"id" "strain" "genotype" "response"
540125 "A1b/109W" "E4" 12.9825684004338
50343 "A1b/127N" "E4" 27.074715695984
515920 "A1b/162F" "D31" 35.6880625157286
470127 "A1b/127N" "E4" 17.1322796755652
406340 "A1b/116G" "E4" 29.8999373146155
205634 "A1b/109W" "C46" 23.3477889064983
776033 "A1b/129J" "C46" 26.2719296088667
506949 "A1b/156M" "E4" 9.79392799450445
147393 "A1b/199D" "D31" 25.3959731713925
924814 "A1b/161Z" "E4" 27.1859060230967
361777 "A1b/109W" "D31" 23.100576852669
538219 "A1b/109W" "E4" 19.2232622626027
425742 "A1b/127N" "C46" 18.2938972768972
305014 "A1b/138E" "C46" 16.8490946487237
275326 "A1b/167B" "E4" 14.188877803147
623828 "A1b/138E" "D31" 44.3630222401906
218418 "A1b/166P" "E4" 20.2201290176983
276611 "A1b/138E" "D31" 27.4524834169403
488223 "A1b/116G" "E4" 20.2103588475587
405393 "A1b/109W" "D31" 24.5474603719819
546336 "A1b/109W" "D31" 26.0612346946092
739602 "A1b/135S" "C46" 16.9500148750432
44860 "A1b/199D" "D31" 27.7916177788566
728510 "A1b/199D" "D31" 30.3636303499026
347091 "A1b/166P" "D31" 28.8840373099432
250871 "A1b/156M" "E4" 17.6814214953354
274139 "A1b/109W" "D31" 18.4566894404841
315680 "A1b/172U" "C46" 16.9651382616916
890949 "A1b/162F" "D31" 21.1150444059195
151224 "A1b/200H" "E4" 17.4442966312057
794172 "A1b/109W" "C46" 16.4858146548433
346340 "A1b/138E" "C46" 18.1155446815536
348499 "A1b/109W" "E4" 18.5598466349583
216461 "A1b/138E" "D31" 27.9192740299669
206137 "A1b/138E" "C46" 16.5165499825664
756151 "A1b/109W" "C46" 19.1947325316284
83575 "A1b/109W" "C46" 12.1534230853955
912085 "A1b/116G" "C46" 26.1194836252651
733003 "A1b/125A" "D31" 22.7339595492432
775408 "A1b/130Y" "E4" 17.863796720234
427287 "A1b/129J" "E4" 22.0525217131973
247590 "A1b/116G" "D31" 27.8712394336323
313716 "A1b/116G" "D31" 27.4735868038413
888845 "A1b/125A" "D31" 32.1628995645971
986292 "A1b/161Z" "D31" 29.8158327269298
281334 "A1b/125A" "E4" 15.6101606366427
579917 "A1b/200H" "D31" 34.4566902646674
5578 "A1b/161Z" "E4" 9.14907849810857
359855 "A1b/109W" "D31" 24.4653857702805
628342 "A1b/127N" "E4" 18.3475846201372
654412 "A1b/109W" "E4" 13.6356125118256
414309 "A1b/109W" "E4" 13.0025326450144
611199 "A1b/156M" "D31" 22.6401107225124
655684 "A1b/125A" "C46" 11.5941447157639
57903 "A1b/109W" "C46" 20.8692803017106
407217 "A1b/109W" "E4" 3.37581600974709
547941 "A1b/109W" "E4" 22.3119114862801
776111 "A1b/109W" "C46" 20.7714641552001
720617 "A1b/161Z" "C46" 8.88199347091235
535638 "A1b/130Y" "C46" 21.7148731811258
669704 "A1b/130Y" "C46" 22.2467458712348
495655 "A1b/109W" "D31" 35.1638302012122
161200 "A1b/125A" "D31" 23.3002957718785
428072 "A1b/129J" "E4" 24.4466776527069
830653 "A1b/135S" "E4" 23.2852688411983
853248 "A1b/178V" "D31" 31.0180031714686
299118 "A1b/116G" "E4" 21.8048170475835
176296 "A1b/165Q" "E4" 13.0813179616536
18661 "A1b/125A" "E4" 33.5457896706971
671898 "A1b/109W" "E4" 20.5214603374883
677949 "A1b/138E" "C46" 18.0055818779466
495633 "A1b/109W" "D31" 26.060444810308
998502 "A1b/125A" "C46" 11.2429154170703
243570 "A1b/127N" "D31" 21.3845091512918
162878 "A1b/166P" "E4" 5.34307283640408
399080 "A1b/109W" "E4" 13.9272902312123
727228 "A1b/116G" "C46" 20.0238469596968
968918 "A1b/130Y" "D31" 17.557904090198
742080 "A1b/165Q" "D31" 48.3342817163568
16475 "A1b/127N" "C46" 12.1729558756429
705124 "A1b/116G" "C46" 11.982741186399
667816 "A1b/109W" "D31" 21.501075824552
303784 "A1b/109W" "D31" 24.0714060366478
97388 "A1b/109W" "D31" 22.8920049150159
761020 "A1b/109W" "D31" 17.5206289236569
802895 "A1b/161Z" "C46" 25.5266766117022
50390 "A1b/109W" "E4" 4.5927823812866
391638 "A1b/109W" "D31" 20.4472123389165
159347 "A1b/109W" "D31" 29.6410725307958
433727 "A1b/116G" "D31" 26.4027843870352
695415 "A1b/170T" "C46" 11.01237751427
58240 "A1b/167B" "C46" 11.4110180488489
785038 "A1b/125A" "C46" 7.72155349614386
594716 "A1b/162F" "E4" 4.39032080912405
557027 "A1b/167B" "C46" 6.80234578127135
95245 "A1b/109W" "C46" 14.611538407452
623634 "A1b/129J" "E4" 27.101966520277
160076 "A1b/167B" "D31" 37.8127575034511
854220 "A1b/116G" "E4" 37.7329642673841
128265 "A1b/125A" "C46" 17.9480789053709
457328 "A1b/109W" "E4" 15.807062477424
112484 "A1b/109W" "D31" 27.2249135407788
855354 "A1b/109W" "D31" 16.0480678749564
677259 "A1b/109W" "C46" 14.142770768591
795116 "A1b/109W" "C46" 5.20161357233046
987791 "A1b/109W" "D31" 29.2908012383857
727724 "A1b/109W" "E4" 4.47934003008443
693009 "A1b/127N" "C46" 17.6369111728879
53630 "A1b/116G" "E4" 19.9625251143423
102750 "A1b/116G" "D31" 33.9896751821311
856434 "A1b/167B" "E4" 17.0807522633886
751771 "A1b/127N" "D31" 24.7103516810119
53512 "A1b/135S" "E4" 21.176989485173
635294 "A1b/109W" "C46" 7.9783826899982
708487 "A1b/167B" "E4" 9.95635547884229
7798 "A1b/116G" "E4" 14.9897468188363
156351 "A1b/162F" "C46" 8.75397089948938
806014 "A1b/156M" "C46" 14.4394898442276
584209 "A1b/109W" "E4" 10.4079015301647
764393 "A1b/109W" "C46" 15.6119448701221
597977 "A1b/109W" "C46" 14.5268753873524
360971 "A1b/109W" "E4" 3.46762597129744
278691 "A1b/109W" "C46" 10.5305808322618
650653 "A1b/127N" "D31" 30.6544731091148
515806 "A1b/156M" "C46" 16.4148828067428
847735 "A1b/109W" "E4" 14.8844210875677
144156 "A1b/116G" "E4" 18.5948069431921
774638 "A1b/109W" "E4" 14.3762737115453
847584 "A1b/125A" "C46" 13.3071058844173
657100 "A1b/109W" "C46" 16.7700991701539
680393 "A1b/166P" "E4" 25.1326015399377
679720 "A1b/125A" "E4" 12.3463374452251
612152 "A1b/167B" "D31" 21.670692744927
790618 "A1b/165Q" "E4" 24.3338838079077
233263 "A1b/166P" "C46" 17.8656219021876
873843 "A1b/125A" "D31" 15.1517771380339
447334 "A1b/109W" "D31" 13.6959708907465
924145 "A1b/116G" "D31" 24.6205257922913
48306 "A1b/166P" "D31" 17.2416530912249
175634 "A1b/116G" "C46" 14.104816966148
787229 "A1b/199D" "D31" 23.6617519640159
98753 "A1b/161Z" "D31" 28.4602035479335
580749 "A1b/116G" "E4" 17.7380900436523
629488 "A1b/129J" "C46" 22.7620438268185
393102 "A1b/125A" "E4" 17.7804172650954
528029 "A1b/109W" "D31" 27.2976754609545
930067 "A1b/109W" "D31" 17.9492809160513
425480 "A1b/125A" "D31" 25.4206349355243
671657 "A1b/138E" "D31" 38.8272734867622
731225 "A1b/125A" "E4" 19.2557311378502
120247 "A1b/116G" "D31" 41.4424244185231
681464 "A1b/161Z" "D31" 17.3915154670076
457866 "A1b/109W" "D31" 25.69815715848
544911 "A1b/125A" "C46" 14.3263891547298
395855 "A1b/109W" "D31" 19.7720882078103
211640 "A1b/116G" "D31" 34.5965147862739
68474 "A1b/170T" "E4" 14.7351665515288
646873 "A1b/109W" "D31" 31.8116380119539
704137 "A1b/167B" "E4" 18.7107052792025
531864 "A1b/172U" "C46" 18.0987228502346
169395 "A1b/184I" "D31" 34.4485217824833
976014 "A1b/109W" "C46" 14.2425149736909
624673 "A1b/161Z" "E4" 19.7610478068126
814391 "A1b/116G" "D31" 30.6392426784048
635410 "A1b/156M" "C46" 1.53872528020293
414808 "A1b/125A" "D31" 32.8288248766028
198826 "A1b/109W" "D31" 17.9099161972846
136959 "A1b/109W" "E4" 4.05736325681504
710959 "A1b/165Q" "E4" 16.9148283025532
304440 "A1b/162F" "D31" 11.7613385519857
545674 "A1b/109W" "C46" 0.704410333285992
879253 "A1b/166P" "C46" 3.00973119652289
373754 "A1b/162F" "D31" 28.4974341101723
524445 "A1b/125A" "D31" 33.6478868314113
885863 "A1b/116G" "C46" 32.2945392434481
526707 "A1b/109W" "C46" 12.3589126974505
962482 "A1b/165Q" "D31" 52.8879298456844
349727 "A1b/109W" "C46" 22.5478393904555
933378 "A1b/162F" "E4" 15.2360263228409
986543 "A1b/138E" "C46" 21.3315017649885
624970 "A1b/109W" "D31" 18.4835063935139
919342 "A1b/116G" "D31" 46.7570254514897
131856 "A1b/130Y" "C46" 13.3967182132055
372311 "A1b/109W" "D31" 28.6996220493833
68738 "A1b/116G" "C46" 22.2770738323984
735666 "A1b/109W" "E4" 13.7084419150579
717270 "A1b/109W" "C46" 12.6371769651564
208719 "A1b/127N" "C46" 4.13953968928329
629427 "A1b/109W" "D31" 16.2994823881261
535431 "A1b/156M" "C46" 9.53699219621872
195517 "A1b/109W" "C46" 10.5830395305771
463819 "A1b/165Q" "C46" 24.6275241108665
995210 "A1b/165Q" "E4" 9.49494450531513
459004 "A1b/130Y" "D31" 31.0518567225581
698412 "A1b/129J" "C46" 16.634921770809
203417 "A1b/116G" "D31" 30.5677531996621
175929 "A1b/135S" "D31" 48.4551319279869
992026 "A1b/109W" "C46" 0.812581820879132
49243 "A1b/130Y" "D31" 23.6842470152952
821459 "A1b/167B" "C46" 14.1137949145805
787364 "A1b/127N" "D31" 17.590614431303
809189 "A1b/170T" "C46" 9.74645676093028
428007 "A1b/109W" "D31" 28.4677890789467
789750 "A1b/156M" "E4" 2.39317200039122
136150 "A1b/109W" "D31" 16.430334685524
292359 "A1b/127N" "D31" 14.4843093536745
983107 "A1b/109W" "D31" 28.0583657109216
285047 "A1b/127N" "E4" 3.62628650391745
651322 "A1b/109W" "D31" 24.3028272767507
518067 "A1b/116G" "D31" 38.120598455667
677154 "A1b/116G" "D31" 23.7926065250491
206121 "A1b/129J" "D31" 37.8319074516934
31658 "A1b/109W" "C46" 14.8875034045523
660495 "A1b/200H" "C46" 17.1714389017804
530818 "A1b/125A" "C46" 14.8527017236185
322539 "A1b/109W" "E4" 5.84107126877495
627236 "A1b/109W" "D31" 19.0757499200682
442424 "A1b/162F" "E4" 32.9290170608108
135754 "A1b/116G" "D31" 11.2109303797021
457783 "A1b/116G" "D31" 29.3117692804748
517526 "A1b/127N" "D31" 26.1191046357181
103340 "A1b/109W" "C46" 12.3992813421872
371776 "A1b/109W" "D31" 20.0622536281755
446211 "A1b/125A" "D31" 21.7826611800806
14616 "A1b/116G" "D31" 29.8357011553653
807293 "A1b/116G" "D31" 45.7804054980796
97382 "A1b/138E" "E4" 7.37029643205903
98591 "A1b/135S" "E4" 33.9994239365886
787835 "A1b/162F" "D31" 23.046318850662
524045 "A1b/161Z" "C46" 8.8946773036245
94212 "A1b/116G" "E4" 18.0335295403636
622667 "A1b/109W" "E4" 8.22171958250827
547999 "A1b/199D" "D31" 30.3297364819799
899482 "A1b/116G" "E4" 10.2997535243832
827353 "A1b/109W" "C46" 13.355479550007
913379 "A1b/138E" "D31" 40.5004851026779
247907 "A1b/109W" "E4" 5.71689183010958
133457 "A1b/165Q" "E4" 17.7509441029182
587337 "A1b/161Z" "E4" 35.7503113406815
499828 "A1b/109W" "C46" 20.0263632031498
366073 "A1b/167B" "C46" 25.5916524757929
175252 "A1b/116G" "C46" 9.04305919432879
799974 "A1b/109W" "C46" 6.73497512616504
967710 "A1b/109W" "C46" 2.85022751258494
172629 "A1b/135S" "C46" 37.031313551668
842894 "A1b/109W" "E4" 12.7153053342284
89282 "A1b/135S" "C46" 25.1100874745521
267739 "A1b/109W" "C46" 5.41784775021265
980116 "A1b/138E" "E4" 20.0881993980287
50845 "A1b/109W" "C46" 14.2591102610673
75359 "A1b/116G" "C46" 22.2205822479016
487842 "A1b/170T" "D31" 20.9033907945124
985769 "A1b/109W" "C46" 14.2361652820728
211054 "A1b/125A" "E4" 15.3515566805823
287984 "A1b/116G" "D31" 22.8103956301891
351779 "A1b/109W" "C46" 7.89711664313539
660773 "A1b/130Y" "D31" 32.2456791124426
234992 "A1b/200H" "E4" 17.6726157479487
732918 "A1b/127N" "E4" 8.63337853864511
913548 "A1b/162F" "C46" 17.4265072973636
149755 "A1b/125A" "E4" 1.71166834367679
660612 "A1b/199D" "D31" 24.3253153229725
622233 "A1b/138E" "C46" 17.9551745158386
830538 "A1b/138E" "E4" 25.2489499061033
687526 "A1b/116G" "C46" 32.3344882817128
46527 "A1b/109W" "C46" 8.12479655390912
192419 "A1b/109W" "C46" 11.1683381093188
83646 "A1b/129J" "D31" 20.6362900339325
904862 "A1b/127N" "C46" 22.2216315688735
409748 "A1b/127N" "E4" 23.9199701157213
308541 "A1b/129J" "D31" 23.3159940380805
26992 "A1b/116G" "D31" 33.6902033568846
781198 "A1b/200H" "D31" 28.5351685350945
18985 "A1b/156M" "C46" 10.0141865840539
243687 "A1b/109W" "E4" 1.80200297059491
17884 "A1b/125A" "E4" 22.8822463098936
889278 "A1b/172U" "C46" 16.8796477851384
770305 "A1b/130Y" "C46" 12.1376587348054
862658 "A1b/130Y" "D31" 37.202830779215
420279 "A1b/156M" "D31" 20.993634081713
42967 "A1b/178V" "D31" 29.7509078031674
241254 "A1b/109W" "C46" 15.9510327699041
643626 "A1b/130Y" "E4" 16.8962420281224
465303 "A1b/109W" "E4" 16.7609522994263
299540 "A1b/127N" "E4" 23.2685709552017
566998 "A1b/161Z" "E4" 5.90292229333447
939137 "A1b/109W" "C46" 11.9346180890479
897748 "A1b/109W" "C46" 16.3877497166557
290524 "A1b/109W" "C46" 14.8898610108149
533972 "A1b/127N" "E4" 26.4608407982132
166165 "A1b/156M" "E4" 14.6304638396493
298686 "A1b/109W" "C46" 12.6900373813704
90714 "A1b/172U" "E4" 11.6084910540674
787847 "A1b/129J" "D31" 30.1612800114217
307764 "A1b/116G" "E4" 23.073423492909
740501 "A1b/116G" "C46" 24.9416476020456
929549 "A1b/116G" "D31" 25.3273714124682
294651 "A1b/125A" "E4" 15.5517423607863
675871 "A1b/109W" "C46" 20.5556391985594
317887 "A1b/109W" "E4" 20.2467177065123
41583 "A1b/127N" "C46" 20.0658147322916
537801 "A1b/109W" "D31" 27.9166430255225
467598 "A1b/200H" "E4" 5.51987494489311
809208 "A1b/162F" "C46" 20.9241455563024
814919 "A1b/127N" "C46" 16.8959151361666
143248 "A1b/109W" "D31" 25.3119735498482
622480 "A1b/167B" "D31" 27.4868572349365
972643 "A1b/166P" "D31" 18.580902631574
781001 "A1b/178V" "C46" 25.4844191708917
676822 "A1b/109W" "E4" 10.2545326260461
892456 "A1b/161Z" "E4" 5.30833090270461
780951 "A1b/109W" "E4" 3.73311740557423
576017 "A1b/162F" "E4" 26.685561915644
450386 "A1b/116G" "E4" 5.82023722399345
37405 "A1b/184I" "D31" 36.9062361791573
729010 "A1b/109W" "E4" 6.23027201209677
575470 "A1b/116G" "E4" 21.7918684027473
829377 "A1b/135S" "C46" 28.676974200166
186377 "A1b/109W" "E4" 17.9580416414994
104550 "A1b/109W" "C46" 3.78639190639061
106603 "A1b/109W" "C46" 23.0628226451727
453 "A1b/116G" "E4" 14.9187838746111
696611 "A1b/184I" "E4" 1.98876394331455
236846 "A1b/165Q" "C46" 17.7042594901108
910228 "A1b/135S" "D31" 27.8829295536599
655329 "A1b/130Y" "E4" 16.329831465838
139909 "A1b/130Y" "D31" 32.22567067767
202032 "A1b/135S" "D31" 28.2359026172977
464625 "A1b/125A" "E4" 15.7552998632099
858798 "A1b/156M" "E4" 11.9129889569804
113910 "A1b/129J" "E4" 21.2111454891968
819389 "A1b/125A" "C46" 26.9788855407112
668865 "A1b/170T" "D31" 20.8916545555915
748290 "A1b/127N" "D31" 36.3226252577773
953860 "A1b/116G" "D31" 40.871237142758
148906 "A1b/166P" "E4" 15.7866299745343
780764 "A1b/125A" "E4" 10.8930149327776
926152 "A1b/135S" "C46" 15.8557529421512
35911 "A1b/127N" "D31" 23.6206024696
527798 "A1b/125A" "C46" 16.3102242271693
465189 "A1b/138E" "E4" 3.56697358066509
184446 "A1b/109W" "D31" 19.1092658093111
354188 "A1b/130Y" "C46" 15.8878013604842
658054 "A1b/130Y" "D31" 41.7859078477153
523391 "A1b/138E" "D31" 35.2087434594402
68231 "A1b/162F" "D31" 32.5376695785684
357263 "A1b/109W" "C46" 0.25902738282457
102051 "A1b/170T" "D31" 22.9895380968793
333620 "A1b/125A" "C46" 24.6837787693183
301456 "A1b/138E" "D31" 34.4827504883263
840042 "A1b/166P" "C46" 21.7619943889585
122105 "A1b/170T" "E4" 9.32299444971117
331531 "A1b/135S" "C46" 24.7731770319305
707116 "A1b/127N" "E4" 20.3039486051269
375314 "A1b/127N" "C46" 17.3145740107343
499022 "A1b/116G" "D31" 34.4119790967438
89143 "A1b/127N" "E4" 14.9574825738015
162798 "A1b/138E" "E4" 19.5940584291091
203205 "A1b/116G" "E4" 19.079893845568
6404 "A1b/109W" "D31" 21.5083771309011
202442 "A1b/116G" "C46" 18.838569197632
763657 "A1b/116G" "C46" 12.4115606934486
560458 "A1b/165Q" "E4" 22.4806082113298
194540 "A1b/116G" "D31" 30.8629551181606
537610 "A1b/109W" "E4" 4.8738115691902
251411 "A1b/161Z" "D31" 42.8282417917956
329314 "A1b/109W" "C46" 6.17058092852978
762317 "A1b/200H" "E4" 5.6794860924992
610676 "A1b/127N" "C46" 9.16321213740106
169877 "A1b/170T" "E4" 16.8351328581562
322371 "A1b/200H" "C46" 12.1842415223925
169407 "A1b/125A" "D31" 19.780177567591
305924 "A1b/109W" "D31" 28.272950319946
453105 "A1b/129J" "C46" 28.3837965122566
502855 "A1b/109W" "D31" 24.4698679114893
516808 "A1b/109W" "C46" 4.99015866964669
715752 "A1b/162F" "E4" 6.0678702340408
174226 "A1b/127N" "D31" 29.4041341464144
653094 "A1b/109W" "C46" 7.90734474339266
264645 "A1b/125A" "C46" 13.3333258631209
561636 "A1b/109W" "E4" 15.2622186980365
213615 "A1b/156M" "D31" 21.9850039359374
509223 "A1b/166P" "E4" 11.0751331519789
844797 "A1b/135S" "E4" 15.0428136825393
140810 "A1b/125A" "D31" 37.3198997113177
278403 "A1b/109W" "D31" 15.4600838909837
570551 "A1b/125A" "D31" 23.8020756775953
649103 "A1b/199D" "E4" 18.6019831915969
388067 "A1b/135S" "E4" 22.373664569679
829486 "A1b/130Y" "D31" 34.6900756437205
375155 "A1b/109W" "E4" 13.4953717457658
69390 "A1b/116G" "D31" 26.266793414655
591012 "A1b/109W" "E4" 18.8058478780834
86061 "A1b/199D" "C46" 16.7558718589637
128333 "A1b/109W" "C46" 26.2866648707293
176187 "A1b/109W" "C46" 9.47110400451191
3258 "A1b/109W" "E4" 12.1801190223286
384927 "A1b/125A" "C46" 21.1074311415849
773994 "A1b/199D" "C46" 3.77495690502294
777286 "A1b/125A" "E4" 19.5574824019742
505247 "A1b/199D" "C46" 20.9977783943764
126042 "A1b/138E" "C46" 16.9975453606986
10797 "A1b/116G" "E4" 15.8123210684234
647090 "A1b/129J" "D31" 25.1020831086102
250305 "A1b/162F" "E4" 10.8371287694919
970810 "A1b/184I" "C46" 7.76290867216036
547082 "A1b/109W" "C46" 20.7400719000567
878202 "A1b/199D" "D31" 25.0980000945137
116798 "A1b/178V" "E4" 30.7297865497963
409062 "A1b/125A" "C46" 21.4508261059246
597764 "A1b/129J" "E4" 4.6023736129253
621179 "A1b/116G" "D31" 20.259523811982
502549 "A1b/109W" "E4" 9.12477551422384
906921 "A1b/166P" "E4" 18.4462504300203
599067 "A1b/127N" "C46" 7.63027154893522
159242 "A1b/109W" "E4" 8.73783053448047
155279 "A1b/129J" "E4" 0.525918181588609
698953 "A1b/135S" "E4" 23.3508938852851
813282 "A1b/109W" "D31" 10.5894782749947
570090 "A1b/109W" "E4" 23.8571263263129
808927 "A1b/165Q" "C46" 8.33514141414512
865637 "A1b/125A" "E4" 9.86661059039262
902028 "A1b/125A" "D31" 44.3710723182461
975057 "A1b/125A" "E4" 5.58788532379982
150174 "A1b/127N" "D31" 17.4035733037576
838633 "A1b/125A" "D31" 18.3760412774165
839230 "A1b/161Z" "D31" 22.5445772767372
673669 "A1b/109W" "E4" 15.5860101564789
748820 "A1b/109W" "E4" 1.23249992122874
675957 "A1b/178V" "E4" 28.7500677278074
957365 "A1b/116G" "D31" 40.6598668401619
520628 "A1b/184I" "D31" 19.1482215491701
6590 "A1b/156M" "E4" 3.10466250237563
747190 "A1b/135S" "D31" 34.699157698162
883721 "A1b/130Y" "E4" 29.6047450043112
361766 "A1b/172U" "D31" 50.1497427107254
367638 "A1b/130Y" "E4" 14.8096306420395
64752 "A1b/165Q" "E4" 13.272344799099
816910 "A1b/125A" "C46" 16.1587090652783
865810 "A1b/130Y" "E4" 3.45960184713605
867410 "A1b/156M" "C46" 11.0109739183944
