"y" "x" "geno"
6.36344287940395 0 5
29.5955059191891 7.55102040816327 2
8.43062486850603 6.12244897959184 1
17.5802374699669 1.22448979591837 8
30.5902806652201 7.14285714285714 8
29.867305733589 8.57142857142857 8
1.99118875200238 1.02040816326531 9
6.91076805209991 0.408163265306122 4
24.1970494138638 4.89795918367347 2
6.70540772413682 3.26530612244898 6
9.95619367361416 1.63265306122449 3
12.2482497311786 2.24489795918367 6
11.3311424994233 3.46938775510204 7
16.1823589019798 6.93877551020408 7
9.11765461620276 5.30612244897959 9
18.7305823000522 3.6734693877551 4
7.28689625252888 4.28571428571429 9
13.1866574178036 6.73469387755102 7
19.1765683597219 1.02040816326531 4
0.805173272266569 0.204081632653061 9
18.6274829329087 9.18367346938776 5
10.8094009174875 2.6530612244898 3
17.9992019431715 3.26530612244898 4
7.80125645059927 4.69387755102041 7
8.18705986218156 3.26530612244898 6
18.5010729532366 4.08163265306122 4
6.09690327874081 2.85714285714286 10
9.77853220181267 6.3265306122449 1
30.1154928396097 10 2
7.23494135554733 0.408163265306122 3
19.6376404544762 1.63265306122449 2
15.4295427552748 6.53061224489796 7
3.9075149464883 0 1
15.2460780995406 9.18367346938776 1
20.9518338732857 3.6734693877551 8
0 1.02040816326531 9
23.1533800453096 7.14285714285714 2
13.4715047454972 5.51020408163265 3
22.7588764445818 3.87755102040816 8
11.7902079296805 4.69387755102041 5
18.6727092249571 1.22448979591837 4
11.4526471394033 6.53061224489796 6
6.60441407946553 0.204081632653061 5
7.53112316216861 3.6734693877551 1
12.2813009001575 9.38775510204082 9
16.8556630251116 4.89795918367347 4
2.74515129303086 0.612244897959184 6
23.474713092653 3.46938775510204 2
11.6925704510227 3.06122448979592 7
15.7146005549808 4.89795918367347 7
5.15399847713389 1.02040816326531 10
1.35720405704404 0.408163265306122 9
18.5149857120305 8.97959183673469 1
12.4455082203488 0.408163265306122 7
13.6126914144831 8.77551020408163 1
24.2997686784625 0.816326530612245 8
20.4244504362071 4.69387755102041 4
12.5232213342852 2.85714285714286 9
12.9323797961151 6.12244897959184 6
20.103073781692 9.18367346938776 5
7.55369658676031 4.89795918367347 8
20.983677112029 3.26530612244898 4
13.5907762928686 3.46938775510204 10
4.19822086347699 3.06122448979592 9
20.2182403191281 7.55102040816327 7
1.69299325761271 1.02040816326531 9
26.4091904802729 6.93877551020408 8
19.4353509383373 8.57142857142857 5
15.0962806338452 9.59183673469388 1
13.2437644541745 9.38775510204082 6
20.2682275937434 6.3265306122449 3
20.5220021664808 3.06122448979592 8
20.0784223092892 9.38775510204082 3
8.07430981308804 4.28571428571429 1
22.5081977329099 3.46938775510204 8
7.3507373474499 2.6530612244898 3
17.5061650728305 3.6734693877551 5
25.4425915683542 6.3265306122449 8
12.413119496232 6.93877551020408 10
12.9594037874646 6.12244897959184 10
13.5409986634885 6.53061224489796 9
13.5322958030435 6.3265306122449 10
17.1425478334823 1.22448979591837 8
29.8611532646198 5.10204081632653 8
9.53170202856498 5.51020408163265 5
19.1206424982164 0.612244897959184 2
30.1127239200414 7.75510204081633 4
15.6761922876136 1.42857142857143 4
11.4951899745801 0.204081632653061 4
27.8860265778168 5.71428571428571 4
0 3.87755102040816 10
20.6120515540246 0 2
6.40660076172456 4.08163265306122 9
60.9325048255344 7.75510204081633 10
21.2803580412719 1.42857142857143 8
11.3405503774199 5.51020408163265 10
14.2976666386194 0.612244897959184 8
22.4210124782818 9.59183673469388 7
19.8500913125057 7.75510204081633 7
1.87652359018659 2.24489795918367 6
2.25398211434864 3.87755102040816 9
4.04639434160348 2.04081632653061 10
13.4922164237112 8.97959183673469 1
37.0151944465347 8.57142857142857 8
5.68871503482399 2.04081632653061 6
16.9548304848523 9.79591836734694 7
18.4538920385219 5.30612244897959 2
10.9231074186709 0.612244897959184 4
20.3424686120009 4.48979591836735 4
12.5357796656937 7.14285714285714 9
24.283545800726 9.18367346938776 8
5.21788516219403 1.22448979591837 1
8.60869123321244 4.08163265306122 9
19.7664349092345 2.44897959183673 4
1.7258116570727 0.816326530612245 1
24.8174047042565 5.71428571428571 8
13.6969962919208 2.04081632653061 4
4.39484147099235 2.44897959183673 10
23.5041621988333 8.77551020408163 5
19.3451510013799 3.06122448979592 8
12.845664913919 9.18367346938776 10
18.3762173291437 1.42857142857143 2
5.87674083721125 2.04081632653061 10
3.61059958389488 0.816326530612245 6
24.186886982404 6.93877551020408 8
14.0160139518406 4.48979591836735 3
16.0695643644664 6.53061224489796 7
19.6223149648037 7.95918367346939 3
13.1314916330605 1.42857142857143 4
27.3377116312456 7.75510204081633 8
16.9068494956099 5.91836734693878 7
11.7043933889642 2.44897959183673 3
9.82051209469581 0.204081632653061 2
11.0289331569614 0.612244897959184 8
14.101001849831 8.36734693877551 6
31.8789641921235 8.57142857142857 2
16.5470359452438 10 5
15.8496098396245 7.55102040816327 1
9.55519181137734 2.44897959183673 2
21.088988419856 3.46938775510204 8
14.8574600856903 6.53061224489796 7
0 1.63265306122449 6
8.93933163085138 1.42857142857143 5
20.9808860010724 7.55102040816327 4
27.5390004954276 3.26530612244898 5
10.3669980732432 4.69387755102041 6
6.70769377715433 0.612244897959184 5
25.2666734578846 6.73469387755102 2
16.4405841423544 6.3265306122449 2
23.3176040365413 8.57142857142857 5
0.63381492020754 2.24489795918367 10
12.5352307621011 8.77551020408163 9
15.3058780955487 9.59183673469388 6
12.9562958624179 5.30612244897959 3
4.28238430887597 1.83673469387755 9
16.7781195144487 9.59183673469388 6
16.3370516258824 2.44897959183673 7
15.2568989183043 0.408163265306122 4
13.1870001611307 7.55102040816327 5
13.9562482134126 9.38775510204082 9
12.705799087932 1.63265306122449 8
8.65149465371535 5.71428571428571 9
19.9789433660249 6.73469387755102 8
14.0765336333574 7.55102040816327 10
26.3408201832528 7.75510204081633 2
8.8760620898963 1.42857142857143 8
8.79056242866123 4.48979591836735 6
10.9797513664818 5.51020408163265 9
14.9500305600431 5.30612244897959 10
16.6141305159506 5.30612244897959 3
11.5026880984481 7.14285714285714 9
1.15990999332605 0.612244897959184 1
7.84220538890302 5.10204081632653 9
0 0.816326530612245 1
8.98547961332929 4.48979591836735 1
25.1415208415972 6.53061224489796 8
17.7098660952658 4.28571428571429 7
21.452888897807 4.48979591836735 2
17.0203950216252 7.55102040816327 7
15.7130821670954 8.77551020408163 10
1.39140798528168 0.408163265306122 9
17.4361614685002 0.204081632653061 2
19.7686482529258 9.59183673469388 7
11.9496335994148 4.48979591836735 7
26.0707580433657 5.30612244897959 8
14.6410775345838 5.10204081632653 3
16.404623067683 1.42857142857143 4
2.64125876958596 0.816326530612245 1
25.0347343636661 1.42857142857143 8
10.6189095615457 4.89795918367347 9
15.6730697416767 6.73469387755102 5
8.15538538629786 3.06122448979592 6
16.5476525612151 1.83673469387755 4
4.40158923619805 3.26530612244898 9
25.1330898348769 6.73469387755102 2
0 3.06122448979592 1
17.2375565663017 10 10
10.3126458794552 8.16326530612245 9
2.78671578050796 2.6530612244898 9
6.05081873581386 1.42857142857143 9
12.8047871611138 9.18367346938776 1
15.2725299534978 7.95918367346939 1
15.0500382760508 4.48979591836735 3
16.6635043415669 5.71428571428571 4
6.7768645774757 0.408163265306122 5
14.1995808431441 5.71428571428571 1
3.17568100725737 0.816326530612245 10
12.9900415457904 7.55102040816327 1
13.7269874806484 4.89795918367347 5
13.4972971059271 2.44897959183673 7
28.7569548833672 7.95918367346939 2
16.2093712788568 1.63265306122449 8
15.3913378491871 3.06122448979592 3
8.67614561390634 5.30612244897959 6
15.071413390358 8.16326530612245 1
33.1083636476858 8.57142857142857 7
